Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 186,,Clone Combat Squadron,Normal,Condition:Near MintNear MintLightly Played,Uncommon,115/262,$0.31,Quantity:1123456789Add To Cart
Select table row 187,,Clone Combat Squadron (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,613,$0.24,Quantity:1123456789Add To Cart
Select table row 188,,Clone Combat Squadron (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,849,$1.29,Quantity:1123456789Add To Cart
Select table row 189,,Clone Combat Squadron (Hyperspace),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Uncommon,377,$0.95,Quantity:1123456789Add To Cart
Select table row 190,,Clone Pilot,Normal,Condition:Near MintNear MintLightly Played,Common,108/262,$0.07,Quantity:1123456789Add To Cart
Select table row 191,,Clone Pilot (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,606,$0.12,Quantity:1123456789Add To Cart
Select table row 192,,Clone Pilot (Hyperspace Foil),Foil,Near Mint,Common,842,$0.26,Quantity:1123456789Add To Cart
Select table row 193,,Clone Pilot (Hyperspace),Normal,Near Mint,Common,370,$0.19,Quantity:1123456789Add To Cart
Select table row 194,,Close the Shield Gate,Normal,Condition:Near MintNear MintLightly Played,Rare,074/262,$0.31,Quantity:1123456789Add To Cart
Select table row 195,,Close the Shield Gate (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,572,$0.36,Quantity:1123456789Add To Cart
Select table row 196,,Close the Shield Gate (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,808,$1.65,Quantity:1123456789Add To Cart
Select table row 197,,Close the Shield Gate (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,336,$0.66,Quantity:1123456789Add To Cart
Select table row 198,,Colossus,Normal,Condition:Near MintNear MintLightly Played,Rare,021/262,$0.38,Quantity:1123456789Add To Cart
Select table row 199,,Colossus (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,525,$0.37,Quantity:1123456789Add To Cart
Select table row 200,,Colossus (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,761,$11.48,Quantity:1123456789Add To Cart
Select table row 201,,Colossus (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,283,$1.66,Quantity:1123456789Add To Cart
Select table row 202,,Commandeer,Normal,Condition:Near MintNear MintLightly Played,Rare,235/262,$0.26,Quantity:1123456789Add To Cart
Select table row 203,,Commandeer (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,733,$0.33,Quantity:1123456789Add To Cart
Select table row 204,,Commandeer (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,969,$3.10,Quantity:1123456789Add To Cart
Select table row 205,,Commandeer (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,497,$0.71,Quantity:1123456789Add To Cart
Select table row 206,,Commence Patrol,Normal,Condition:Near MintNear MintLightly Played,Uncommon,205/262,$0.07,Quantity:1123456789Add To Cart
Select table row 207,,Commence Patrol (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,703,$0.08,Quantity:1123456789Add To Cart
Select table row 208,,Commence Patrol (Hyperspace Foil),Foil,Near Mint,Uncommon,939,$0.50,Quantity:1123456789Add To Cart
Select table row 209,,Commence Patrol (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,467,$0.19,Quantity:1123456789Add To Cart
Select table row 210,,Contracted Hunter,Normal,Condition:Near MintNear MintLightly Played,Uncommon,216/262,$0.13,Quantity:1123456789Add To Cart
Select table row 211,,Contracted Hunter (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,714,$0.16,Quantity:1123456789Add To Cart
Select table row 212,,Contracted Hunter (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,950,$0.63,Quantity:1123456789Add To Cart
Select table row 213,,Contracted Hunter (Hyperspace),Normal,Near Mint,Uncommon,478,$0.35,Quantity:1123456789Add To Cart
Select table row 214,,Contracted Jumpmaster,Normal,Condition:Near MintNear MintLightly Played,Common,184/262,$0.07,Quantity:1123456789Add To Cart
Select table row 215,,Contracted Jumpmaster (Foil),Foil,Near Mint,Common,682,$0.12,Quantity:1123456789Add To Cart
Select table row 216,,Contracted Jumpmaster (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,918,$0.43,Quantity:1123456789Add To Cart
Select table row 217,,Contracted Jumpmaster (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,446,$0.25,Quantity:1123456789Add To Cart
Select table row 218,,Coordinated Front,Normal,Condition:Near MintNear MintLightly Played,Common,253/262,$0.05,Quantity:1123456789Add To Cart
Select table row 219,,Coordinated Front (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,751,$0.15,Quantity:1123456789Add To Cart
Select table row 220,,Coordinated Front (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,987,$0.19,Quantity:1123456789Add To Cart
Select table row 221,,Coordinated Front (Hyperspace),Normal,Near Mint,Common,515,$0.14,Quantity:1123456789Add To Cart
Select table row 222,,Corellian Freighter,Normal,Near Mint,Common,258/262,$0.06,Quantity:1123456789Add To Cart
Select table row 223,,Corellian Freighter (Foil),Foil,Near Mint,Common,756,$0.11,Quantity:1123456789Add To Cart
Select table row 224,,Corellian Freighter (Hyperspace Foil),Foil,Near Mint,Common,992,$0.15,Quantity:1123456789Add To Cart
Select table row 225,,Corellian Freighter (Hyperspace),Normal,Near Mint,Common,520,$0.10,Quantity:1123456789Add To Cart
Select table row 226,,Corporate Defense Shuttle,Normal,Condition:Near MintNear MintLightly Played,Rare,059/262,$0.27,Quantity:1123456789Add To Cart
Select table row 227,,Corporate Defense Shuttle (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,557,$0.24,Quantity:1123456789Add To Cart
Select table row 228,,Corporate Defense Shuttle (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,793,$0.65,Quantity:1123456789Add To Cart
Select table row 229,,Corporate Defense Shuttle (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,321,$0.51,Quantity:1123456789Add To Cart
Select table row 230,,Corporate Light Cruiser,Normal,Condition:Near MintNear MintLightly Played,Common,225/262,$0.08,Quantity:1123456789Add To Cart
Select table row 231,,Corporate Light Cruiser (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,723,$0.13,Quantity:1123456789Add To Cart
Select table row 232,,Corporate Light Cruiser (Hyperspace Foil),Foil,Near Mint,Common,959,$0.20,Quantity:1123456789Add To Cart
Select table row 233,,Corporate Light Cruiser (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,487,$0.17,Quantity:1123456789Add To Cart
Select table row 234,,Corvus - Inferno Squadron Raider,Normal,Condition:Near MintNear MintLightly Played,Rare,038/262,$0.33,Quantity:1123456789Add To Cart
Select table row 235,,Corvus - Inferno Squadron Raider (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,536,$0.35,Quantity:1123456789Add To Cart
Select table row 236,,Corvus - Inferno Squadron Raider (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,772,$1.32,Quantity:1123456789Add To Cart
Select table row 237,,Corvus - Inferno Squadron Raider (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,300,$0.94,Quantity:1123456789Add To Cart
Select table row 238,,Corvus - Inferno Squadron Raider (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1052,$3.67,Quantity:1123456789Add To Cart
Select table row 239,,Corvus - Inferno Squadron Raider (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1016,$3.03,Quantity:1123456789Add To Cart
Select table row 240,,Corvus - Inferno Squadron Raider (Serialized),Foil,Near Mint,Rare,1088,$125.00,Quantity:1123456789Add To Cart
Select table row 241,,Covering the Wing,Normal,Condition:Near MintNear MintLightly Played,Common,076/262,$0.08,Quantity:1123456789Add To Cart
Select table row 242,,Covering the Wing (Foil),Foil,Near Mint,Common,574,$0.14,Quantity:1123456789Add To Cart
Select table row 243,,Covering the Wing (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,810,$0.39,Quantity:1123456789Add To Cart
Select table row 244,,Covering the Wing (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,338,$0.29,Quantity:1123456789Add To Cart
Select table row 245,,Crackshot V-Wing,Normal,Condition:Near MintNear MintLightly Played,Common,158/262,$0.09,Quantity:1123456789Add To Cart
Select table row 246,,Crackshot V-Wing (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,656,$0.13,Quantity:1123456789Add To Cart
Select table row 247,,Crackshot V-Wing (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,892,$0.50,Quantity:1123456789Add To Cart
Select table row 248,,Crackshot V-Wing (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,420,$0.25,Quantity:1123456789Add To Cart
Select table row 249,,D'Qar Cargo Frigate,Normal,Near Mint,Common,052/252,$0.07,Quantity:1123456789Add To Cart
Select table row 250,,D'Qar Cargo Frigate (Foil),Foil,Near Mint,Common,550,$0.11,Quantity:1123456789Add To Cart
Select table row 251,,D'Qar Cargo Frigate (Hyperspace Foil),Foil,Near Mint,Common,786,$0.27,Quantity:1123456789Add To Cart
Select table row 252,,D'Qar Cargo Frigate (Hyperspace),Normal,Near Mint,Common,314,$0.22,Quantity:1123456789Add To Cart
Select table row 253,,Dagger Squadron Pilot,Normal,Condition:Near MintNear MintLightly Played,Common,196/262,$0.07,Quantity:1123456789Add To Cart
Select table row 254,,Dagger Squadron Pilot (Foil),Foil,Near Mint,Common,694,$0.13,Quantity:1123456789Add To Cart
Select table row 255,,Dagger Squadron Pilot (Hyperspace Foil),Foil,Near Mint,Common,930,$0.27,Quantity:1123456789Add To Cart
Select table row 256,,Dagger Squadron Pilot (Hyperspace),Normal,Near Mint,Common,458,$0.14,Quantity:1123456789Add To Cart
Select table row 257,,Darth Vader - Scourge of Squadrons,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,142/262,$10.26,Quantity:1123456789Add To Cart
Select table row 258,,Darth Vader - Scourge of Squadrons (Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,640,$13.19,Quantity:1123456789Add To Cart
Select table row 259,,Darth Vader - Scourge of Squadrons (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,876,$20.13,Quantity:1123456789Add To Cart
Select table row 260,,Darth Vader - Scourge of Squadrons (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,404,$14.93,Quantity:1123456789Add To Cart
Select table row 261,,Darth Vader - Victor Squadron Leader,Normal,Condition:Near MintNear MintLightly Played,Common,006/262,$0.08,Quantity:1123456789Add To Cart
Select table row 262,,Darth Vader - Victor Squadron Leader (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,268,$0.21,Quantity:1123456789Add To Cart
Select table row 263,,Darth Vader - Victor Squadron Leader (Showcase),Foil,Condition:Near MintNear MintLightly Played,Common,1002,$130.08,Quantity:1123456789Add To Cart
Select table row 264,,Data Vault,Normal,Condition:Near MintNear MintLightly Played,Rare,024/262,$1.68,Quantity:1123456789Add To Cart
Select table row 265,,Data Vault (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,526,$0.92,Quantity:1123456789Add To Cart
Select table row 266,,Data Vault (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,762,$31.08,Quantity:1123456789Add To Cart
Select table row 267,,Data Vault (Hyperspace),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,286,$4.69,Quantity:1123456789Add To Cart
Select table row 268,,Death Space Skirmisher,Normal,Condition:Near MintNear MintLightly Played,Common,217/262,$0.11,Quantity:1123456789Add To Cart
Select table row 269,,Death Space Skirmisher (Foil),Foil,Near Mint,Common,715,$0.13,Quantity:1123456789Add To Cart
Select table row 270,,Death Space Skirmisher (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,951,$0.46,Quantity:1123456789Add To Cart
Select table row 271,,Death Space Skirmisher (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,479,$0.27,Quantity:1123456789Add To Cart
Select table row 272,,Death Star Plans,Normal,Condition:Near MintNear MintLightly Played,Legendary,260/262,$1.01,Quantity:1123456789Add To Cart
Select table row 273,,Death Star Plans (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,758,$1.07,Quantity:1123456789Add To Cart
Select table row 274,,Death Star Plans (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,994,$3.55,Quantity:1123456789Add To Cart
Select table row 275,,Death Star Plans (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,522,$1.40,Quantity:1123456789Add To Cart
Select table row 276,,Decimator of Dissidents,Normal,Condition:Near MintNear MintLightly Played,Uncommon,138/262,$0.07,Quantity:1123456789Add To Cart
Select table row 277,,Decimator of Dissidents (Foil),Foil,Near Mint,Uncommon,636,$0.19,Quantity:1123456789Add To Cart
Select table row 278,,Decimator of Dissidents (Hyperspace Foil),Foil,Near Mint,Uncommon,872,$0.27,Quantity:1123456789Add To Cart
Select table row 279,,Decimator of Dissidents (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,400,$0.22,Quantity:1123456789Add To Cart
Select table row 280,,Dedicated Wingmen,Normal,Condition:Near MintNear MintLightly Played,Common,254/262,$0.05,Quantity:1123456789Add To Cart
Select table row 281,,Dedicated Wingmen (Foil),Foil,Near Mint,Common,752,$0.12,Quantity:1123456789Add To Cart
Select table row 282,,Dedicated Wingmen (Hyperspace Foil),Foil,Near Mint,Common,988,$0.27,Quantity:1123456789Add To Cart
Select table row 283,,Dedicated Wingmen (Hyperspace),Normal,Near Mint,Common,516,$0.19,Quantity:1123456789Add To Cart
Select table row 284,,Dengar - Crude and Slovenly,Normal,Condition:Near MintNear MintLightly Played,Uncommon,139/262,$0.13,Quantity:1123456789Add To Cart
Select table row 285,,Dengar - Crude and Slovenly (Foil),Foil,Near Mint,Uncommon,637,$0.19,Quantity:1123456789Add To Cart
Select table row 286,,Dengar - Crude and Slovenly (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,873,$0.70,Quantity:1123456789Add To Cart
Select table row 287,,Dengar - Crude and Slovenly (Hyperspace),Normal,Near Mint,Uncommon,401,$0.44,Quantity:1123456789Add To Cart
Select table row 288,,Desperate Commando,Normal,Near Mint,Common,060/262,$0.11,Quantity:1123456789Add To Cart
Select table row 289,,Desperate Commando (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,558,$0.14,Quantity:1123456789Add To Cart
Select table row 290,,Desperate Commando (Hyperspace Foil),Foil,Near Mint,Common,794,$0.31,Quantity:1123456789Add To Cart
Select table row 291,,Desperate Commando (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,322,$0.20,Quantity:1123456789Add To Cart
Select table row 292,,Determined Recruit,Normal,Condition:Near MintNear MintLightly Played,Common,159/262,$0.09,Quantity:1123456789Add To Cart
Select table row 293,,Determined Recruit (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,657,$0.12,Quantity:1123456789Add To Cart
Select table row 294,,Determined Recruit (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,893,$0.23,Quantity:1123456789Add To Cart
Select table row 295,,Determined Recruit (Hyperspace),Normal,Near Mint,Common,421,$0.18,Quantity:1123456789Add To Cart
Select table row 296,,Devastator - Hunting the Rebellion,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,143/262,$8.64,Quantity:1123456789Add To Cart
Select table row 297,,Devastator - Hunting the Rebellion (Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,641,$8.08,Quantity:1123456789Add To Cart
Select table row 298,,Devastator - Hunting the Rebellion (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,877,$10.29,Quantity:1123456789Add To Cart
Select table row 299,,Devastator - Hunting the Rebellion (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,405,$7.90,Quantity:1123456789Add To Cart
Select table row 300,,Devastator - Hunting the Rebellion (Prestige Foil),Foil,Condition:Near MintNear MintLightly PlayedDamaged,Legendary,1068,$17.24,Quantity:1123456789Add To Cart
Select table row 301,,Devastator - Hunting the Rebellion (Prestige),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,1032,$10.31,Quantity:1123456789Add To Cart
Select table row 302,,Dilapidated Ski Speeder,Normal,Near Mint,Common,248/262,$0.06,Quantity:1123456789Add To Cart
Select table row 303,,Dilapidated Ski Speeder (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,746,$0.15,Quantity:1123456789Add To Cart
Select table row 304,,Dilapidated Ski Speeder (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,982,$0.37,Quantity:1123456789Add To Cart
Select table row 305,,Dilapidated Ski Speeder (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,510,$0.20,Quantity:1123456789Add To Cart
Select table row 306,,Direct Hit,Normal,Condition:Near MintNear MintLightly Played,Common,078/262,$0.09,Quantity:1123456789Add To Cart
Select table row 307,,Direct Hit (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,576,$0.14,Quantity:1123456789Add To Cart
Select table row 308,,Direct Hit (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,812,$0.70,Quantity:1123456789Add To Cart
Select table row 309,,Direct Hit (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,340,$0.23,Quantity:1123456789Add To Cart
Select table row 310,,Director Krennic - On the Verge of Greatness,Normal,Condition:Near MintNear MintLightly Played,Uncommon,032/262,$0.35,Quantity:1123456789Add To Cart
Select table row 311,,Director Krennic - On the Verge of Greatness (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,530,$0.38,Quantity:1123456789Add To Cart
Select table row 312,,Director Krennic - On the Verge of Greatness (Hyperspace Foil),Foil,Near Mint,Uncommon,766,$1.29,Quantity:1123456789Add To Cart
Select table row 313,,Director Krennic - On the Verge of Greatness (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,294,$0.79,Quantity:1123456789Add To Cart
Select table row 314,,Diversion,Normal,Condition:Near MintNear MintLightly Played,Common,229/262,$0.06,Quantity:1123456789Add To Cart
Select table row 315,,Diversion (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,727,$0.10,Quantity:1123456789Add To Cart
Select table row 316,,Diversion (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,963,$0.27,Quantity:1123456789Add To Cart
Select table row 317,,Diversion (Hyperspace),Normal,Near Mint,Common,491,$0.19,Quantity:1123456789Add To Cart
Select table row 318,,Dogfight,Normal,Condition:Near MintNear MintLightly Played,Uncommon,123/262,$0.12,Quantity:1123456789Add To Cart
Select table row 319,,Dogfight (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,621,$0.17,Quantity:1123456789Add To Cart
Select table row 320,,Dogfight (Hyperspace Foil),Foil,Near Mint,Uncommon,857,$0.40,Quantity:1123456789Add To Cart
Select table row 321,,Dogfight (Hyperspace),Normal,Near Mint,Uncommon,385,$0.35,Quantity:1123456789Add To Cart
Select table row 322,,Dornean Gunship,Normal,Condition:Near MintNear MintLightly Played,Uncommon,116/262,$0.16,Quantity:1123456789Add To Cart
Select table row 323,,Dornean Gunship (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,614,$0.22,Quantity:1123456789Add To Cart
Select table row 324,,Dornean Gunship (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,850,$0.59,Quantity:1123456789Add To Cart
Select table row 325,,Dornean Gunship (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,378,$0.40,Quantity:1123456789Add To Cart
Select table row 326,,Dorsal Turret,Normal,Condition:Near MintNear MintLightly Played,Common,120/262,$0.09,Quantity:1123456789Add To Cart
Select table row 327,,Dorsal Turret (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,618,$0.10,Quantity:1123456789Add To Cart
Select table row 328,,Dorsal Turret (Hyperspace Foil),Foil,Near Mint,Common,854,$0.21,Quantity:1123456789Add To Cart
Select table row 329,,Dorsal Turret (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,382,$0.17,Quantity:1123456789Add To Cart
Select table row 330,,Droid Missile Platform,Normal,Condition:Near MintNear MintLightly Played,Common,162/262,$0.16,Quantity:1123456789Add To Cart
Select table row 331,,Droid Missile Platform (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,660,$0.17,Quantity:1123456789Add To Cart
Select table row 332,,Droid Missile Platform (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,896,$0.86,Quantity:1123456789Add To Cart
Select table row 333,,Droid Missile Platform (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,424,$0.54,Quantity:1123456789Add To Cart
Select table row 334,,Eager Escort Fighter,Normal,Condition:Near MintNear MintLightly Played,Common,112/262,$0.16,Quantity:1123456789Add To Cart
Select table row 335,,Eager Escort Fighter (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,610,$0.17,Quantity:1123456789Add To Cart
Select table row 336,,Eager Escort Fighter (Hyperspace Foil),Foil,Near Mint,Common,846,$1.25,Quantity:1123456789Add To Cart
Select table row 337,,Eager Escort Fighter (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,374,$0.32,Quantity:1123456789Add To Cart
Select table row 338,,Echo Base Engineer,Normal,Condition:Near MintNear MintLightly Played,Common,044/262,$0.06,Quantity:1123456789Add To Cart
Select table row 339,,Echo Base Engineer (Foil),Foil,Near Mint,Common,542,$0.11,Quantity:1123456789Add To Cart
Select table row 340,,Echo Base Engineer (Hyperspace Foil),Foil,Near Mint,Common,778,$0.35,Quantity:1123456789Add To Cart
Select table row 341,,Echo Base Engineer (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,306,$0.17,Quantity:1123456789Add To Cart
Select table row 342,,Eject,Normal,Condition:Near MintNear MintLightly Played,Rare,126/262,$0.36,Quantity:1123456789Add To Cart
Select table row 343,,Eject (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,624,$0.41,Quantity:1123456789Add To Cart
Select table row 344,,Eject (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,860,$2.13,Quantity:1123456789Add To Cart
Select table row 345,,Eject (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,388,$0.78,Quantity:1123456789Add To Cart
Select table row 346,,Electromagnetic Pulse,Normal,Condition:Near MintNear MintLightly Played,Common,230/262,$0.10,Quantity:1123456789Add To Cart
Select table row 347,,Electromagnetic Pulse (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,728,$0.15,Quantity:1123456789Add To Cart
Select table row 348,,Electromagnetic Pulse (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,964,$0.50,Quantity:1123456789Add To Cart
Select table row 349,,Electromagnetic Pulse (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,492,$0.22,Quantity:1123456789Add To Cart
Select table row 350,,Evasive Maneuver,Normal,Condition:Near MintNear MintLightly Played,Common,262/262,$0.07,Quantity:1123456789Add To Cart
Select table row 351,,Evasive Maneuver (Foil),Foil,Near Mint,Common,760,$0.08,Quantity:1123456789Add To Cart
Select table row 352,,Evasive Maneuver (Hyperspace Foil),Foil,Near Mint,Common,996,$0.25,Quantity:1123456789Add To Cart
Select table row 353,,Evasive Maneuver (Hyperspace),Normal,Near Mint,Common,524,$0.11,Quantity:1123456789Add To Cart
Select table row 354,,Executor - Might of the Empire,Normal,Condition:Near MintNear MintLightly PlayedModerately PlayedDamaged,Legendary,090/262,$0.91,Quantity:1123456789Add To Cart
Select table row 355,,Executor - Might of the Empire (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,588,$0.89,Quantity:1123456789Add To Cart
Select table row 356,,Executor - Might of the Empire (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,824,$2.39,Quantity:1123456789Add To Cart
Select table row 357,,Executor - Might of the Empire (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,352,$1.04,Quantity:1123456789Add To Cart
Select table row 358,,Executor - Might of the Empire (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1061,$7.81,Quantity:1123456789Add To Cart
Select table row 359,,Executor - Might of the Empire (Prestige),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,1025,$3.36,Quantity:1123456789Add To Cart
Select table row 360,,Experience // Shield,Normal,Condition:Near MintNear MintLightly Played,Common,T03/T04 // T04/T04,$0.99,Quantity:1123456789Add To Cart
Select table row 361,,Face Off,Normal,Condition:Near MintNear MintLightly Played,Uncommon,178/262,$0.06,Quantity:1123456789Add To Cart
Select table row 362,,Face Off (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,676,$0.16,Quantity:1123456789Add To Cart
Select table row 363,,Face Off (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,912,$0.39,Quantity:1123456789Add To Cart
Select table row 364,,Face Off (Hyperspace),Normal,Near Mint,Uncommon,440,$0.21,Quantity:1123456789Add To Cart
Select table row 365,,Fett's Firespray - Feared Silhouette,Normal,Condition:Near MintNear MintLightly Played,Special,240/262,$1.16,Quantity:1123456789Add To Cart
Select table row 366,,Fett's Firespray - Feared Silhouette (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,738,$0.33,Quantity:1123456789Add To Cart
Select table row 367,,Fett's Firespray - Feared Silhouette (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,974,$2.82,Quantity:1123456789Add To Cart
Select table row 368,,Fett's Firespray - Feared Silhouette (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,502,$1.42,Quantity:1123456789Add To Cart
Select table row 369,,Fett's Firespray - Feared Silhouette (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Special,1082,$11.29,Quantity:1123456789Add To Cart
Select table row 370,,Fett's Firespray - Feared Silhouette (Prestige),Normal,Condition:Near MintNear MintLightly Played,Special,1046,$4.24,Quantity:1123456789Add To Cart
Select table row 371,,Fight Fire With Fire,Normal,Condition:Near MintNear MintLightly Played,Common,173/262,$0.06,Quantity:1123456789Add To Cart
Select table row 372,,Fight Fire With Fire (Foil),Foil,Near Mint,Common,671,$0.14,Quantity:1123456789Add To Cart
Select table row 373,,Fight Fire With Fire (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,907,$0.23,Quantity:1123456789Add To Cart
Select table row 374,,Fight Fire With Fire (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,435,$0.16,Quantity:1123456789Add To Cart
Select table row 375,,Fireball - An Explosion With Wings,Normal,Condition:Near MintNear MintLightly Played,Uncommon,198/262,$0.15,Quantity:1123456789Add To Cart
Select table row 376,,Fireball - An Explosion With Wings (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,696,$0.19,Quantity:1123456789Add To Cart
Select table row 377,,Fireball - An Explosion With Wings (Hyperspace Foil),Foil,Near Mint,Uncommon,932,$0.60,Quantity:1123456789Add To Cart
Select table row 378,,Fireball - An Explosion With Wings (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,460,$0.41,Quantity:1123456789Add To Cart
Select table row 379,,Fireball - An Explosion With Wings (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1077,$5.06,Quantity:1123456789Add To Cart
Select table row 380,,Fireball - An Explosion With Wings (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1041,$2.59,Quantity:1123456789Add To Cart
