Name,Type,Rarity,Number,Quantity
Heroic Renegade,Normal,Common,146/262,
Heroic Renegade,Hyperspace,Common,415,
Heroic Renegade,Foil,Common,146/262,
Heroic Renegade,Hyperspace Foil,Common,415,
Ketsu Onyo - Old Friend,Normal,Uncommon,147/262,
Ketsu Onyo - Old Friend,Hyperspace,Uncommon,416,
Ketsu Onyo - Old Friend,Foil,Uncommon,147/262,
Ketsu Onyo - Old Friend,Hyperspace Foil,Uncommon,416,
Cassian Andor - Rebellions Are Built On Hope,Normal,Uncommon,148/262,
Cassian Andor - Rebellions Are Built On Hope,Hyperspace,Uncommon,417,
Cassian Andor - Rebellions Are Built On Hope,Foil,Uncommon,148/262,
Cassian Andor - Rebellions Are Built On Hope,Hyperspace Foil,Uncommon,417,
Nite Owl Skirmisher,Normal,Common,149/262,
Nite Owl Skirmisher,Hyperspace,Common,418,
Nite Owl Skirmisher,Foil,Common,149/262,
Nite Owl Skirmisher,Hyperspace Foil,Common,418,
Koska Reeves - Loyal Nite Owl,Normal,Rare,150/262,
Koska Reeves - Loyal Nite Owl,Hyperspace,Rare,419,
Koska Reeves - Loyal Nite Owl,Foil,Rare,150/262,
Koska Reeves - Loyal Nite Owl,Hyperspace Foil,Rare,419,
Valiant Assault Ship,Normal,Uncommon,151/262,
Valiant Assault Ship,Hyperspace,Uncommon,420,
Valiant Assault Ship,Foil,Uncommon,151/262,
Valiant Assault Ship,Hyperspace Foil,Uncommon,420,
Desperado Freighter,Normal,Common,152/262,
Desperado Freighter,Hyperspace,Common,421,
Desperado Freighter,Foil,Common,152/262,
Desperado Freighter,Hyperspace Foil,Common,421,
Poe Dameron - Quick to Improvise,Normal,Legendary,153/262,
Poe Dameron - Quick to Improvise,Hyperspace,Legendary,422,
Poe Dameron - Quick to Improvise,Foil,Legendary,153/262,
Poe Dameron - Quick to Improvise,Hyperspace Foil,Legendary,422,
Wrecker - BOOM!,Hyperspace,Rare,423,
Wrecker - BOOM!,Hyperspace Foil,Rare,423,
Wrecker - Boom!,Normal,Rare,154/262,
Wrecker - Boom!,Foil,Rare,154/262,
Heroic Resolve,Normal,Rare,155/262,
Heroic Resolve,Hyperspace,Rare,424,
Heroic Resolve,Foil,Rare,155/262,
Heroic Resolve,Hyperspace Foil,Rare,424,
Cripple Authority,Normal,Uncommon,156/262,
Cripple Authority,Hyperspace,Uncommon,425,
Cripple Authority,Foil,Uncommon,156/262,
Cripple Authority,Hyperspace Foil,Uncommon,425,
Bo-Katan Kryze - Fighting For Mandalore,Normal,Uncommon,157/262,
Bo-Katan Kryze - Fighting For Mandalore,Hyperspace,Uncommon,426,
Bo-Katan Kryze - Fighting For Mandalore,Foil,Uncommon,157/262,
Bo-Katan Kryze - Fighting For Mandalore,Hyperspace Foil,Uncommon,426,
Wild Rancor,Normal,Rare,158/262,
Wild Rancor,Hyperspace,Rare,427,
Wild Rancor,Foil,Rare,158/262,
Wild Rancor,Hyperspace Foil,Rare,427,
The Chaos of War,Normal,Rare,159/262,
The Chaos of War,Hyperspace,Rare,428,
The Chaos of War,Foil,Rare,159/262,
The Chaos of War,Hyperspace Foil,Rare,428,
Reckless Gunslinger,Normal,Common,160/262,
Reckless Gunslinger,Hyperspace,Common,429,
Reckless Gunslinger,Foil,Common,160/262,
Reckless Gunslinger,Hyperspace Foil,Common,429,
Stolen Landspeeder,Normal,Rare,161/262,
Stolen Landspeeder,Hyperspace,Rare,430,
Stolen Landspeeder,Foil,Rare,161/262,
Stolen Landspeeder,Hyperspace Foil,Rare,430,
House Kast Soldier,Normal,Common,162/262,
House Kast Soldier,Hyperspace,Common,431,
House Kast Soldier,Foil,Common,162/262,
House Kast Soldier,Hyperspace Foil,Common,431,
Migs Mayfeld - Triggerman,Normal,Rare,163/262,
Migs Mayfeld - Triggerman,Hyperspace,Rare,432,
Migs Mayfeld - Triggerman,Foil,Rare,163/262,
Migs Mayfeld - Triggerman,Hyperspace Foil,Rare,432,
Rhokai Gunship,Normal,Common,164/262,
Rhokai Gunship,Hyperspace,Common,433,
Rhokai Gunship,Foil,Common,164/262,
Rhokai Gunship,Hyperspace Foil,Common,433,
Unlicensed Headhunter,Normal,Uncommon,165/262,
Unlicensed Headhunter,Hyperspace,Uncommon,434,
Unlicensed Headhunter,Foil,Uncommon,165/262,
Unlicensed Headhunter,Hyperspace Foil,Uncommon,434,
Disabling Fang Fighter,Normal,Common,166/262,
Disabling Fang Fighter,Hyperspace,Common,435,
Disabling Fang Fighter,Foil,Common,166/262,
Disabling Fang Fighter,Hyperspace Foil,Common,435,
Wanted Insurgents,Normal,Common,167/262,
Wanted Insurgents,Hyperspace,Common,436,
Wanted Insurgents,Foil,Common,167/262,
Wanted Insurgents,Hyperspace Foil,Common,436,
Hunting Nexu,Normal,Common,168/262,
Hunting Nexu,Hyperspace,Common,437,
Hunting Nexu,Foil,Common,168/262,
Hunting Nexu,Hyperspace Foil,Common,437,
Clan Challengers,Normal,Common,169/262,
Clan Challengers,Hyperspace,Common,438,
Clan Challengers,Foil,Common,169/262,
Clan Challengers,Hyperspace Foil,Common,438,
IG-11 - I Cannot Be Captured,Normal,Uncommon,170/262,
IG-11 - I Cannot Be Captured,Hyperspace,Uncommon,439,
IG-11 - I Cannot Be Captured,Foil,Uncommon,170/262,
IG-11 - I Cannot Be Captured,Hyperspace Foil,Uncommon,439,
Covetous Rivals,Normal,Common,171/262,
Covetous Rivals,Hyperspace,Common,440,
Covetous Rivals,Foil,Common,171/262,
Covetous Rivals,Hyperspace Foil,Common,440,
Krayt Dragon,Normal,Legendary,172/262,
Krayt Dragon,Hyperspace,Legendary,441,
Krayt Dragon,Foil,Legendary,172/262,
Krayt Dragon,Hyperspace Foil,Legendary,441,
Guild Target,Normal,Uncommon,173/262,
Guild Target,Hyperspace,Uncommon,442,
Guild Target,Foil,Uncommon,173/262,
Guild Target,Hyperspace Foil,Uncommon,442,
Hotshot DL-44 Blaster,Normal,Rare,174/262,
Hotshot DL-44 Blaster,Hyperspace,Rare,443,
Hotshot DL-44 Blaster,Foil,Rare,174/262,
Hotshot DL-44 Blaster,Hyperspace Foil,Rare,443,
Armed to the Teeth,Normal,Uncommon,175/262,
Armed to the Teeth,Hyperspace,Uncommon,444,
Armed to the Teeth,Foil,Uncommon,175/262,
Armed to the Teeth,Hyperspace Foil,Uncommon,444,
Death Mark,Normal,Common,176/262,
Death Mark,Hyperspace,Common,445,
Death Mark,Foil,Common,176/262,
Death Mark,Hyperspace Foil,Common,445,
Vambrace Flamethrower,Normal,Rare,177/262,
Vambrace Flamethrower,Hyperspace,Rare,446,
Vambrace Flamethrower,Foil,Rare,177/262,
Vambrace Flamethrower,Hyperspace Foil,Rare,446,
Daring Raid,Normal,Common,178/262,
Daring Raid,Hyperspace,Common,447,
Daring Raid,Foil,Common,178/262,
Daring Raid,Hyperspace Foil,Common,447,
Desperate Attack,Normal,Common,179/262,
Desperate Attack,Hyperspace,Common,448,
Desperate Attack,Foil,Common,179/262,
Desperate Attack,Hyperspace Foil,Common,448,
Detention Block Rescue,Normal,Common,180/262,
Detention Block Rescue,Hyperspace,Common,449,
Detention Block Rescue,Foil,Common,180/262,
Detention Block Rescue,Hyperspace Foil,Common,449,
Pillage,Normal,Common,181/262,
Pillage,Hyperspace,Common,450,
Pillage,Foil,Common,181/262,
Pillage,Hyperspace Foil,Common,450,
Bravado,Normal,Uncommon,182/262,
Bravado,Hyperspace,Uncommon,451,
Bravado,Foil,Uncommon,182/262,
Bravado,Hyperspace Foil,Uncommon,451,
Kintan Intimidator,Normal,Common,183/262,
Kintan Intimidator,Hyperspace,Common,452,
Kintan Intimidator,Foil,Common,183/262,
Kintan Intimidator,Hyperspace Foil,Common,452,
Bazine Netal - Spy for the First Order,Normal,Rare,184/262,
Bazine Netal - Spy for the First Order,Hyperspace,Rare,453,
Bazine Netal - Spy for the First Order,Foil,Rare,184/262,
Bazine Netal - Spy for the First Order,Hyperspace Foil,Rare,453,
Doctor Evazan - Wanted on Twelve Systems,Normal,Rare,185/262,
Doctor Evazan - Wanted on Twelve Systems,Hyperspace,Rare,454,
Doctor Evazan - Wanted on Twelve Systems,Foil,Rare,185/262,
Doctor Evazan - Wanted on Twelve Systems,Hyperspace Foil,Rare,454,
Hunter of the Haxion Brood,Normal,Common,186/262,
Hunter of the Haxion Brood,Hyperspace,Common,455,
Hunter of the Haxion Brood,Foil,Common,186/262,
Hunter of the Haxion Brood,Hyperspace Foil,Common,455,
Lurking TIE Phantom,Normal,Uncommon,187/262,
Lurking TIE Phantom,Hyperspace,Uncommon,456,
Lurking TIE Phantom,Foil,Uncommon,187/262,
Lurking TIE Phantom,Hyperspace Foil,Uncommon,456,
4-LOM - Bounty Hunter for Hire,Normal,Uncommon,188/262,
4-LOM - Bounty Hunter for Hire,Hyperspace,Uncommon,457,
4-LOM - Bounty Hunter for Hire,Foil,Uncommon,188/262,
4-LOM - Bounty Hunter for Hire,Hyperspace Foil,Uncommon,457,
Slaver's Freighter,Normal,Common,189/262,
Slaver's Freighter,Hyperspace,Common,458,
Slaver's Freighter,Foil,Common,189/262,
Slaver's Freighter,Hyperspace Foil,Common,458,
Zuckuss - Bounty Hunter for Hire,Normal,Uncommon,190/262,
Zuckuss - Bounty Hunter for Hire,Hyperspace,Uncommon,459,
Zuckuss - Bounty Hunter for Hire,Foil,Uncommon,190/262,
Zuckuss - Bounty Hunter for Hire,Hyperspace Foil,Uncommon,459,
Xanadu Blood - Cad Bane's Reward,Normal,Rare,191/262,
Xanadu Blood - Cad Bane's Reward,Hyperspace,Rare,460,
Xanadu Blood - Cad Bane's Reward,Foil,Rare,191/262,
Xanadu Blood - Cad Bane's Reward,Hyperspace Foil,Rare,460,
Dryden Vos - Offering No Escape,Normal,Legendary,192/262,
Dryden Vos - Offering No Escape,Hyperspace,Legendary,461,
Dryden Vos - Offering No Escape,Foil,Legendary,192/262,
Dryden Vos - Offering No Escape,Hyperspace Foil,Legendary,461,
Frozen in Carbonite,Normal,Uncommon,193/262,
Frozen in Carbonite,Hyperspace,Uncommon,462,
Frozen in Carbonite,Foil,Uncommon,193/262,
Frozen in Carbonite,Hyperspace Foil,Uncommon,462,
Triple Dark Raid,Normal,Rare,194/262,
Triple Dark Raid,Hyperspace,Rare,463,
Triple Dark Raid,Foil,Rare,194/262,
Triple Dark Raid,Hyperspace Foil,Rare,463,
Cartel Turncoat,Normal,Common,195/262,
Cartel Turncoat,Hyperspace,Common,464,
Cartel Turncoat,Foil,Common,195/262,
Cartel Turncoat,Hyperspace Foil,Common,464,
Grogu - Irresistible,Normal,Special,196/262,
L3-37 - Droid Revolutionary,Normal,Uncommon,197/262,
L3-37 - Droid Revolutionary,Hyperspace,Uncommon,465,
L3-37 - Droid Revolutionary,Foil,Uncommon,197/262,
L3-37 - Droid Revolutionary,Hyperspace Foil,Uncommon,465,
Omega - Part of the Squad,Normal,Rare,198/262,
Omega - Part of the Squad,Hyperspace,Rare,466,
Omega - Part of the Squad,Foil,Rare,198/262,
Omega - Part of the Squad,Hyperspace Foil,Rare,466,
Coruscant Dissident,Normal,Uncommon,199/262,
Coruscant Dissident,Hyperspace,Uncommon,467,
Coruscant Dissident,Foil,Uncommon,199/262,
Coruscant Dissident,Hyperspace Foil,Uncommon,467,
Liberated Slaves,Normal,Common,200/262,
Liberated Slaves,Hyperspace,Common,468,
Liberated Slaves,Foil,Common,200/262,
Liberated Slaves,Hyperspace Foil,Common,468,
Principled Outlaw,Normal,Common,201/262,
Principled Outlaw,Hyperspace,Common,469,
Principled Outlaw,Foil,Common,201/262,
Principled Outlaw,Hyperspace Foil,Common,469,
Qi'ra - Playing Her Part,Normal,Rare,202/262,
Qi'ra - Playing Her Part,Hyperspace,Rare,470,
Qi'ra - Playing Her Part,Foil,Rare,202/262,
Qi'ra - Playing Her Part,Hyperspace Foil,Rare,470,
Zorii Bliss - Valiant Smuggler,Normal,Rare,203/262,
Zorii Bliss - Valiant Smuggler,Hyperspace,Rare,471,
Zorii Bliss - Valiant Smuggler,Foil,Rare,203/262,
Zorii Bliss - Valiant Smuggler,Hyperspace Foil,Rare,471,
Millennium Falcon - Lando's Pride,Normal,Uncommon,204/262,
Millennium Falcon - Lando's Pride,Hyperspace,Uncommon,472,
Millennium Falcon - Lando's Pride,Foil,Uncommon,204/262,
Millennium Falcon - Lando's Pride,Hyperspace Foil,Uncommon,472,
Let the Wookiee Win,Normal,Rare,205/262,
Let the Wookiee Win,Hyperspace,Rare,473,
Let the Wookiee Win,Foil,Rare,205/262,
Let the Wookiee Win,Hyperspace Foil,Rare,473,
Spare the Target,Normal,Uncommon,206/262,
Spare the Target,Hyperspace,Uncommon,474,
Spare the Target,Foil,Uncommon,206/262,
Spare the Target,Hyperspace Foil,Uncommon,474,
A New Adventure,Normal,Uncommon,207/262,
A New Adventure,Hyperspace,Uncommon,475,
A New Adventure,Foil,Uncommon,207/262,
A New Adventure,Hyperspace Foil,Uncommon,475,
Final Showdown,Normal,Legendary,208/262,
Final Showdown,Hyperspace,Legendary,476,
Final Showdown,Foil,Legendary,208/262,
Final Showdown,Hyperspace Foil,Legendary,476,
Criminal Muscle,Normal,Common,209/262,
Criminal Muscle,Hyperspace,Common,477,
Criminal Muscle,Foil,Common,209/262,
Criminal Muscle,Hyperspace Foil,Common,477,
Cloud-Rider,Normal,Common,210/262,
Cloud-Rider,Hyperspace,Common,478,
Cloud-Rider,Foil,Common,210/262,
Cloud-Rider,Hyperspace Foil,Common,478,
Fugitive Wookiee,Normal,Common,211/262,
Fugitive Wookiee,Hyperspace,Common,479,
Fugitive Wookiee,Foil,Common,211/262,
Fugitive Wookiee,Hyperspace Foil,Common,479,
Privateer Scyk,Normal,Common,212/262,
Privateer Scyk,Hyperspace,Common,480,
Privateer Scyk,Foil,Common,212/262,
Privateer Scyk,Hyperspace Foil,Common,480,
DJ - Blatant Thief,Normal,Legendary,213/262,
DJ - Blatant Thief,Hyperspace,Legendary,481,
DJ - Blatant Thief,Foil,Legendary,213/262,
DJ - Blatant Thief,Hyperspace Foil,Legendary,481,
Frontier Trader,Normal,Common,214/262,
Frontier Trader,Hyperspace,Common,482,
Frontier Trader,Foil,Common,214/262,
Frontier Trader,Hyperspace Foil,Common,482,
Smuggler's Starfighter,Normal,Common,215/262,
Smuggler's Starfighter,Hyperspace,Common,483,
Smuggler's Starfighter,Foil,Common,215/262,
Smuggler's Starfighter,Hyperspace Foil,Common,483,
Chain Code Collector,Normal,Common,216/262,
Chain Code Collector,Hyperspace,Common,484,
Chain Code Collector,Foil,Common,216/262,
Chain Code Collector,Hyperspace Foil,Common,484,
Tobias Beckett - I Trust No One,Normal,Rare,217/262,
Tobias Beckett - I Trust No One,Hyperspace,Rare,485,
Tobias Beckett - I Trust No One,Foil,Rare,217/262,
Tobias Beckett - I Trust No One,Hyperspace Foil,Rare,485,
Resourceful Pursuers,Normal,Common,218/262,
Resourceful Pursuers,Hyperspace,Common,486,
Resourceful Pursuers,Foil,Common,218/262,
Resourceful Pursuers,Hyperspace Foil,Common,486,
Enfys Nest - Marauder,Normal,Uncommon,219/262,
Enfys Nest - Marauder,Hyperspace,Uncommon,487,
Enfys Nest - Marauder,Foil,Uncommon,219/262,
Enfys Nest - Marauder,Hyperspace Foil,Uncommon,487,
Fennec Shand - Loyal Sharpshooter,Normal,Uncommon,220/262,
Fennec Shand - Loyal Sharpshooter,Hyperspace,Uncommon,488,
Fennec Shand - Loyal Sharpshooter,Foil,Uncommon,220/262,
Fennec Shand - Loyal Sharpshooter,Hyperspace Foil,Uncommon,488,
Wanted,Normal,Common,221/262,
Wanted,Hyperspace,Common,489,
Wanted,Foil,Common,221/262,
Wanted,Hyperspace Foil,Common,489,
Enticing Reward,Normal,Uncommon,222/262,
Enticing Reward,Hyperspace,Uncommon,490,
Enticing Reward,Foil,Uncommon,222/262,
Enticing Reward,Hyperspace Foil,Uncommon,490,
Snapshot Reflexes,Normal,Special,223/262,
Boba Fett's Armor,Normal,Rare,224/262,
Boba Fett's Armor,Hyperspace,Rare,491,
Boba Fett's Armor,Foil,Rare,224/262,
Boba Fett's Armor,Hyperspace Foil,Rare,491,
Jetpack,Normal,Uncommon,225/262,
Jetpack,Hyperspace,Uncommon,492,
Jetpack,Foil,Uncommon,225/262,
Jetpack,Hyperspace Foil,Uncommon,492,
Unrefusable Offer,Normal,Rare,226/262,
Unrefusable Offer,Hyperspace,Rare,493,
Unrefusable Offer,Foil,Rare,226/262,
Unrefusable Offer,Hyperspace Foil,Rare,493,
Look the Other Way,Normal,Common,227/262,
Look the Other Way,Hyperspace,Common,494,
Look the Other Way,Foil,Common,227/262,
Look the Other Way,Hyperspace Foil,Common,494,
Bounty Posting,Normal,Uncommon,228/262,
Bounty Posting,Hyperspace,Uncommon,495,
Bounty Posting,Foil,Uncommon,228/262,
Bounty Posting,Hyperspace Foil,Uncommon,495,
Ma Klounkee,Normal,Common,229/262,
Ma Klounkee,Hyperspace,Common,496,
Ma Klounkee,Foil,Common,229/262,
Ma Klounkee,Hyperspace Foil,Common,496,
Swoop Down,Normal,Rare,230/262,
Swoop Down,Hyperspace,Rare,497,
Swoop Down,Foil,Rare,230/262,
Swoop Down,Hyperspace Foil,Rare,497,
Surprise Strike,Normal,Common,231/262,
Surprise Strike,Hyperspace,Common,498,
Surprise Strike,Foil,Common,231/262,
Surprise Strike,Hyperspace Foil,Common,498,
Relentless Pursuit,Normal,Common,232/262,
Relentless Pursuit,Hyperspace,Common,499,
Relentless Pursuit,Foil,Common,232/262,
Relentless Pursuit,Hyperspace Foil,Common,499,
Evacuate,Normal,Legendary,233/262,
Evacuate,Hyperspace,Legendary,500,
Evacuate,Foil,Legendary,233/262,
Evacuate,Hyperspace Foil,Legendary,500,
Incinerator Trooper,Normal,Special,234/262,
Ruthless Assassin,Normal,Common,235/262,
Ruthless Assassin,Hyperspace,Common,501,
Ruthless Assassin,Foil,Common,235/262,
Ruthless Assassin,Hyperspace Foil,Common,501,
Snowtrooper Lieutenant,Normal,Special,236/262,
Black Sun Starfighter,Normal,Common,237/262,
Black Sun Starfighter,Hyperspace,Common,502,
Black Sun Starfighter,Foil,Common,237/262,
Black Sun Starfighter,Hyperspace Foil,Common,502,
Cell Block Guard,Normal,Special,238/262,
Toro Calican - Ambitious Upstart,Normal,Uncommon,239/262,
Toro Calican - Ambitious Upstart,Hyperspace,Uncommon,503,
Toro Calican - Ambitious Upstart,Foil,Uncommon,239/262,
Toro Calican - Ambitious Upstart,Hyperspace Foil,Uncommon,503,
Hutt's Henchmen,Normal,Common,240/262,
Hutt's Henchmen,Hyperspace,Common,504,
Hutt's Henchmen,Foil,Common,240/262,
Hutt's Henchmen,Hyperspace Foil,Common,504,
Kragan Gorr - Warbird Captain,Normal,Rare,241/262,
Kragan Gorr - Warbird Captain,Hyperspace,Rare,505,
Kragan Gorr - Warbird Captain,Foil,Rare,241/262,
Kragan Gorr - Warbird Captain,Hyperspace Foil,Rare,505,
Gideon's Light Cruiser - Dark Troopers' Station,Normal,Special,242/262,
Altering the Deal,Normal,Rare,243/262,
Altering the Deal,Hyperspace,Rare,506,
Altering the Deal,Foil,Rare,243/262,
Altering the Deal,Hyperspace Foil,Rare,506,
No Bargain,Normal,Common,244/262,
No Bargain,Hyperspace,Common,507,
No Bargain,Foil,Common,244/262,
No Bargain,Hyperspace Foil,Common,507,
Greef Karga - Affable Commissioner,Normal,Special,245/262,
Grey Squadron Y-Wing,Normal,Common,246/262,
Grey Squadron Y-Wing,Hyperspace,Common,508,
Grey Squadron Y-Wing,Foil,Common,246/262,
Grey Squadron Y-Wing,Hyperspace Foil,Common,508,
Protector of the Throne,Normal,Common,247/262,
Protector of the Throne,Hyperspace,Common,509,
Protector of the Throne,Foil,Common,247/262,
Protector of the Throne,Hyperspace Foil,Common,509,
Tech - Source of Insight,Normal,Rare,248/262,
Tech - Source of Insight,Hyperspace,Rare,510,
Tech - Source of Insight,Foil,Rare,248/262,
Tech - Source of Insight,Hyperspace Foil,Rare,510,
Wookiee Warrior,Normal,Common,249/262,
Wookiee Warrior,Hyperspace,Common,511,
Wookiee Warrior,Foil,Common,249/262,
Wookiee Warrior,Hyperspace Foil,Common,511,
Tarfful - Kashyyyk Chieftain,Normal,Rare,250/262,
Tarfful - Kashyyyk Chieftain,Hyperspace,Rare,512,
Tarfful - Kashyyyk Chieftain,Foil,Rare,250/262,
Tarfful - Kashyyyk Chieftain,Hyperspace Foil,Rare,512,
The Mandalorian's Rifle,Normal,Special,251/262,
Smuggler's Aid,Normal,Common,252/262,
Smuggler's Aid,Hyperspace,Common,513,
Smuggler's Aid,Foil,Common,252/262,
Smuggler's Aid,Hyperspace Foil,Common,513,
This Is The Way,Normal,Uncommon,253/262,
This Is The Way,Hyperspace,Uncommon,514,
This Is The Way,Foil,Uncommon,253/262,
This Is The Way,Hyperspace Foil,Uncommon,514,
Bounty Guild Initiate,Normal,Common,254/262,
Bounty Guild Initiate,Hyperspace,Common,515,
Bounty Guild Initiate,Foil,Common,254/262,
Bounty Guild Initiate,Hyperspace Foil,Common,515,
Lady Proxima - White Worm Matriarch,Normal,Uncommon,255/262,
Lady Proxima - White Worm Matriarch,Hyperspace,Uncommon,516,
Lady Proxima - White Worm Matriarch,Foil,Uncommon,255/262,
Lady Proxima - White Worm Matriarch,Hyperspace Foil,Uncommon,516,
Mercenary Gunship,Normal,Uncommon,256/262,
Mercenary Gunship,Hyperspace,Uncommon,517,
Mercenary Gunship,Foil,Uncommon,256/262,
Mercenary Gunship,Hyperspace Foil,Uncommon,517,
Underworld Thug,Normal,Common,257/262,
Underworld Thug,Hyperspace,Common,518,
Underworld Thug,Foil,Common,257/262,
Underworld Thug,Hyperspace Foil,Common,518,
Mandalorian Warrior,Normal,Common,258/262,
Mandalorian Warrior,Hyperspace,Common,519,
Mandalorian Warrior,Foil,Common,258/262,
Mandalorian Warrior,Hyperspace Foil,Common,519,
Twin Pod Cloud Car,Normal,Common,259/262,
Twin Pod Cloud Car,Hyperspace,Common,520,
Twin Pod Cloud Car,Foil,Common,259/262,
Twin Pod Cloud Car,Hyperspace Foil,Common,520,
Street Gang Recruiter,Normal,Common,260/262,
Street Gang Recruiter,Hyperspace,Common,521,
Street Gang Recruiter,Foil,Common,260/262,
Street Gang Recruiter,Hyperspace Foil,Common,521,
Rich Reward,Normal,Common,261/262,
Rich Reward,Hyperspace,Common,522,
Rich Reward,Foil,Common,261/262,
Rich Reward,Hyperspace Foil,Common,522,
Confiscate,Normal,Special,262/262,
Confiscate,Foil,Special,262/262,
