Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 189,,Crystal Caves // Force (Hyperspace),Normal,Near Mint,Common,293 // T04,$14.99,Quantity:1123456789Add To Cart
Select table row 190,,Crystal Caves // Shield,Normal,Near Mint,Common,029/264 // T02/T03,$0.07,Quantity:1123456789Add To Cart
Select table row 191,,Crystal Caves // Shield (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,293 // T02,$0.24,Quantity:1123456789Add To Cart
Select table row 192,,Cure Wounds,Normal,Near Mint,Common,075/264,$0.05,Quantity:1123456789Add To Cart
Select table row 193,,Cure Wounds (Foil),Foil,Near Mint,Common,577,$0.14,Quantity:1123456789Add To Cart
Select table row 194,,Cure Wounds (Hyperspace Foil),Foil,Near Mint,Common,815,$0.29,Quantity:1123456789Add To Cart
Select table row 195,,Cure Wounds (Hyperspace),Normal,Near Mint,Common,339,$0.18,Quantity:1123456789Add To Cart
Select table row 196,,Curious Flock,Normal,Condition:Near MintNear MintLightly Played,Common,255/264,$0.07,Quantity:1123456789Add To Cart
Select table row 197,,Curious Flock (Foil),Foil,Near Mint,Common,757,$0.12,Quantity:1123456789Add To Cart
Select table row 198,,Curious Flock (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,995,$0.32,Quantity:1123456789Add To Cart
Select table row 199,,Curious Flock (Hyperspace),Normal,Near Mint,Common,519,$0.20,Quantity:1123456789Add To Cart
Select table row 200,,DRK-1 Probe Droid,Normal,Condition:Near MintNear MintLightly Played,Common,155/264,$0.08,Quantity:1123456789Add To Cart
Select table row 201,,DRK-1 Probe Droid (Foil),Foil,Near Mint,Common,657,$0.13,Quantity:1123456789Add To Cart
Select table row 202,,DRK-1 Probe Droid (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,895,$0.45,Quantity:1123456789Add To Cart
Select table row 203,,DRK-1 Probe Droid (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,419,$0.27,Quantity:1123456789Add To Cart
Select table row 204,,Dagoyan Master,Normal,Condition:Near MintNear MintLightly Played,Uncommon,115/264,$0.08,Quantity:1123456789Add To Cart
Select table row 205,,Dagoyan Master (Foil),Foil,Near Mint,Uncommon,617,$0.11,Quantity:1123456789Add To Cart
Select table row 206,,Dagoyan Master (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,855,$0.52,Quantity:1123456789Add To Cart
Select table row 207,,Dagoyan Master (Hyperspace),Normal,Near Mint,Uncommon,379,$0.21,Quantity:1123456789Add To Cart
Select table row 208,,Darth Malak - Covetous Apprentice,Normal,Condition:Near MintNear MintLightly PlayedHeavily PlayedDamaged,Legendary,234/264,$4.01,Quantity:1123456789Add To Cart
Select table row 209,,Darth Malak - Covetous Apprentice (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,736,$4.42,Quantity:1123456789Add To Cart
Select table row 210,,Darth Malak - Covetous Apprentice (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedDamaged,Legendary,974,$5.98,Quantity:1123456789Add To Cart
Select table row 211,,Darth Malak - Covetous Apprentice (Hyperspace),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,498,$4.08,Quantity:1123456789Add To Cart
Select table row 212,,Darth Malak - Covetous Apprentice (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1114,$20.71,Quantity:1123456789Add To Cart
Select table row 213,,Darth Malak - Covetous Apprentice (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1068,$8.54,Quantity:1123456789Add To Cart
Select table row 214,,Darth Malak - Covetous Apprentice (Serialized),Foil,Near Mint,Legendary,1160,$154.50,Quantity:1123456789Add To Cart
Select table row 215,,Darth Maul - Sith Revealed,Normal,Condition:Near MintNear MintLightly Played,Special,009/264,$1.58,Quantity:1123456789Add To Cart
Select table row 216,,Darth Maul - Sith Revealed (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,273,$0.52,Quantity:1123456789Add To Cart
Select table row 217,,Darth Maul - Sith Revealed (Showcase),Foil,Condition:Near MintNear MintLightly Played,Special,1013,$70.69,Quantity:1123456789Add To Cart
Select table row 218,,Darth Maul's Lightsaber,Normal,Condition:Near MintNear MintLightly Played,Special,140/264,$1.43,Quantity:1123456789Add To Cart
Select table row 219,,Darth Maul's Lightsaber (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,642,$0.46,Quantity:1123456789Add To Cart
Select table row 220,,Darth Maul's Lightsaber (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,880,$3.37,Quantity:1123456789Add To Cart
Select table row 221,,Darth Maul's Lightsaber (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,404,$2.62,Quantity:1123456789Add To Cart
Select table row 222,,Darth Revan - Scourge of the Old Republic,Normal,Condition:Near MintNear MintLightly Played,Rare,017/264,$0.22,Quantity:1123456789Add To Cart
Select table row 223,,Darth Revan - Scourge of the Old Republic (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,281,$1.09,Quantity:1123456789Add To Cart
Select table row 224,,Darth Revan - Scourge of the Old Republic (Showcase),Foil,Condition:Near MintNear MintLightly Played,Rare,1021,$207.08,Quantity:1123456789Add To Cart
Select table row 225,,Darth Revan's Lightsabers,Normal,Condition:Near MintNear MintLightly Played,Rare,238/264,$1.15,Quantity:1123456789Add To Cart
Select table row 226,,Darth Revan's Lightsabers (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,740,$1.59,Quantity:1123456789Add To Cart
Select table row 227,,Darth Revan's Lightsabers (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,978,$7.23,Quantity:1123456789Add To Cart
Select table row 228,,Darth Revan's Lightsabers (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,502,$2.49,Quantity:1123456789Add To Cart
Select table row 229,,Darth Sidious - The Phantom Menace,Normal,Near Mint,Special,039/264,$0.39,Quantity:1123456789Add To Cart
Select table row 230,,Darth Sidious - The Phantom Menace (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,541,$0.37,Quantity:1123456789Add To Cart
Select table row 231,,Darth Sidious - The Phantom Menace (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Special,779,$3.28,Quantity:1123456789Add To Cart
Select table row 232,,Darth Sidious - The Phantom Menace (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,303,$1.22,Quantity:1123456789Add To Cart
Select table row 233,,Darth Tyranus - Servant of Sidious,Normal,Condition:Near MintNear MintLightly Played,Special,231/264,$5.42,Quantity:1123456789Add To Cart
Select table row 234,,Darth Tyranus - Servant of Sidious (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,733,$1.95,Quantity:1123456789Add To Cart
Select table row 235,,Darth Tyranus - Servant of Sidious (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Special,971,$8.30,Quantity:1123456789Add To Cart
Select table row 236,,Darth Tyranus - Servant of Sidious (Hyperspace),Normal,Condition:Near MintNear MintLightly PlayedHeavily Played,Special,495,$6.61,Quantity:1123456789Add To Cart
Select table row 237,,Darth Vader - Twilight of the Apprentice,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,037/264,$12.66,Quantity:1123456789Add To Cart
Select table row 238,,Darth Vader - Twilight of the Apprentice (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,539,$9.75,Quantity:1123456789Add To Cart
Select table row 239,,Darth Vader - Twilight of the Apprentice (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,777,$21.14,Quantity:1123456789Add To Cart
Select table row 240,,Darth Vader - Twilight of the Apprentice (Hyperspace),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,301,$13.14,Quantity:1123456789Add To Cart
Select table row 241,,Darth Vader - Twilight of the Apprentice (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1070,$26.98,Quantity:1123456789Add To Cart
Select table row 242,,Darth Vader - Twilight of the Apprentice (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1024,$16.02,Quantity:1123456789Add To Cart
Select table row 243,,Death Field,Normal,Condition:Near MintNear MintLightly Played,Rare,141/264,$0.36,Quantity:1123456789Add To Cart
Select table row 244,,Death Field (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,643,$0.37,Quantity:1123456789Add To Cart
Select table row 245,,Death Field (Hyperspace Foil),Foil,Near Mint,Rare,881,$6.10,Quantity:1123456789Add To Cart
Select table row 246,,Death Field (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,405,$1.54,Quantity:1123456789Add To Cart
Select table row 247,,Deceptive Shade,Normal,Condition:Near MintNear MintLightly Played,Rare,180/264,$0.33,Quantity:1123456789Add To Cart
Select table row 248,,Deceptive Shade (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,682,$0.27,Quantity:1123456789Add To Cart
Select table row 249,,Deceptive Shade (Hyperspace Foil),Foil,Near Mint,Rare,920,$2.09,Quantity:1123456789Add To Cart
Select table row 250,,Deceptive Shade (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,444,$0.66,Quantity:1123456789Add To Cart
Select table row 251,,Depa Billaba - A Higher Purpose,Normal,Condition:Near MintNear MintLightly Played,Uncommon,199/264,$0.14,Quantity:1123456789Add To Cart
Select table row 252,,Depa Billaba - A Higher Purpose (Foil),Foil,Near Mint,Uncommon,701,$0.19,Quantity:1123456789Add To Cart
Select table row 253,,Depa Billaba - A Higher Purpose (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,939,$0.68,Quantity:1123456789Add To Cart
Select table row 254,,Depa Billaba - A Higher Purpose (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,463,$0.41,Quantity:1123456789Add To Cart
Select table row 255,,Depa Billaba - A Higher Purpose (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1107,$4.35,Quantity:1123456789Add To Cart
Select table row 256,,Depa Billaba - A Higher Purpose (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1061,$2.19,Quantity:1123456789Add To Cart
Select table row 257,,Directed by the Force,Normal,Condition:Near MintNear MintLightly Played,Uncommon,123/264,$0.09,Quantity:1123456789Add To Cart
Select table row 258,,Directed by the Force (Foil),Foil,Near Mint,Uncommon,625,$0.14,Quantity:1123456789Add To Cart
Select table row 259,,Directed by the Force (Hyperspace Foil),Foil,Near Mint,Uncommon,863,$0.23,Quantity:1123456789Add To Cart
Select table row 260,,Directed by the Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,387,$0.22,Quantity:1123456789Add To Cart
Select table row 261,,Disturbance in the Force,Normal,Near Mint,Common,216/264,$0.07,Quantity:1123456789Add To Cart
Select table row 262,,Disturbance in the Force (Foil),Foil,Near Mint,Common,718,$0.13,Quantity:1123456789Add To Cart
Select table row 263,,Disturbance in the Force (Hyperspace Foil),Foil,Near Mint,Common,956,$0.23,Quantity:1123456789Add To Cart
Select table row 264,,Disturbance in the Force (Hyperspace),Normal,Near Mint,Common,480,$0.17,Quantity:1123456789Add To Cart
Select table row 265,,Do or Do Not,Normal,Near Mint,Common,175/264,$0.05,Quantity:1123456789Add To Cart
Select table row 266,,Do or Do Not (Foil),Foil,Near Mint,Common,677,$0.15,Quantity:1123456789Add To Cart
Select table row 267,,Do or Do Not (Hyperspace Foil),Foil,Near Mint,Common,915,$0.30,Quantity:1123456789Add To Cart
Select table row 268,,Do or Do Not (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,439,$0.22,Quantity:1123456789Add To Cart
Select table row 269,,Dooku - It Is Too Late,Normal,Condition:Near MintNear MintLightly Played,Uncommon,211/264,$0.12,Quantity:1123456789Add To Cart
Select table row 270,,Dooku - It Is Too Late (Foil),Foil,Near Mint,Uncommon,713,$0.21,Quantity:1123456789Add To Cart
Select table row 271,,Dooku - It Is Too Late (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Uncommon,951,$0.40,Quantity:1123456789Add To Cart
Select table row 272,,Dooku - It Is Too Late (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,475,$0.27,Quantity:1123456789Add To Cart
Select table row 273,,Dooku - It Is Too Late (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1089,$2.54,Quantity:1123456789Add To Cart
Select table row 274,,Dooku - It Is Too Late (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1043,$1.07,Quantity:1123456789Add To Cart
Select table row 275,,Dooku - It Is Too Late (Serialized),Foil,Near Mint,Uncommon,1135,$98.99,Quantity:1123456789Add To Cart
Select table row 276,,Drain Essence,Normal,Near Mint,Common,041/264,$0.07,Quantity:1123456789Add To Cart
Select table row 277,,Drain Essence (Foil),Foil,Near Mint,Common,543,$0.24,Quantity:1123456789Add To Cart
Select table row 278,,Drain Essence (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,781,$0.48,Quantity:1123456789Add To Cart
Select table row 279,,Drain Essence (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,305,$0.23,Quantity:1123456789Add To Cart
Select table row 280,,Drengir Spawn,Normal,Condition:Near MintNear MintLightly Played,Rare,086/264,$0.26,Quantity:1123456789Add To Cart
Select table row 281,,Drengir Spawn (Foil),Foil,Near Mint,Rare,588,$0.24,Quantity:1123456789Add To Cart
Select table row 282,,Drengir Spawn (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately PlayedDamaged,Rare,826,$0.84,Quantity:1123456789Add To Cart
Select table row 283,,Drengir Spawn (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,350,$0.47,Quantity:1123456789Add To Cart
Select table row 284,,Dume - Redeem the Future,Normal,Condition:Near MintNear MintLightly Played,Rare,055/264,$0.45,Quantity:1123456789Add To Cart
Select table row 285,,Dume - Redeem the Future (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,557,$0.43,Quantity:1123456789Add To Cart
Select table row 286,,Dume - Redeem the Future (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,795,$2.04,Quantity:1123456789Add To Cart
Select table row 287,,Dume - Redeem the Future (Hyperspace),Normal,Near Mint,Rare,319,$1.07,Quantity:1123456789Add To Cart
Select table row 288,,Dume - Redeem the Future (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1088,$4.90,Quantity:1123456789Add To Cart
Select table row 289,,Dume - Redeem the Future (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1042,$3.59,Quantity:1123456789Add To Cart
Select table row 290,,Dume - Redeem the Future (Serialized),Foil,Near Mint,Rare,1134,$133.52,Quantity:1123456789Add To Cart
Select table row 291,,Eeth Koth - Spiritual Warrior,Normal,Condition:Near MintNear MintLightly Played,Rare,097/264,$1.03,Quantity:1123456789Add To Cart
Select table row 292,,Eeth Koth - Spiritual Warrior (Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,599,$0.89,Quantity:1123456789Add To Cart
Select table row 293,,Eeth Koth - Spiritual Warrior (Hyperspace Foil),Foil,Near Mint,Rare,837,$2.99,Quantity:1123456789Add To Cart
Select table row 294,,Eeth Koth - Spiritual Warrior (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,361,$1.89,Quantity:1123456789Add To Cart
Select table row 295,,Eeth Koth - Spiritual Warrior (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1100,$4.55,Quantity:1123456789Add To Cart
Select table row 296,,Eeth Koth - Spiritual Warrior (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1054,$2.27,Quantity:1123456789Add To Cart
Select table row 297,,Eeth Koth - Spiritual Warrior (Serialized),Foil,Near Mint,Rare,1146,$121.87,Quantity:1123456789Add To Cart
Select table row 298,,Eighth Brother - Hunt Together,Normal,Condition:Near MintNear MintLightly Played,Uncommon,087/264,$0.09,Quantity:1123456789Add To Cart
Select table row 299,,Eighth Brother - Hunt Together (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,589,$0.18,Quantity:1123456789Add To Cart
Select table row 300,,Eighth Brother - Hunt Together (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,827,$0.44,Quantity:1123456789Add To Cart
Select table row 301,,Eighth Brother - Hunt Together (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,351,$0.34,Quantity:1123456789Add To Cart
Select table row 302,,Eighth Brother - Hunt Together (Prestige Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Uncommon,1071,$2.92,Quantity:1123456789Add To Cart
Select table row 303,,Eighth Brother - Hunt Together (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1025,$0.87,Quantity:1123456789Add To Cart
Select table row 304,,Eighth Brother - Hunt Together (Serialized),Foil,Near Mint,Uncommon,1117,$57.49,Quantity:1123456789Add To Cart
Select table row 305,,Exegol Patroller,Normal,Near Mint,Common,080/264,$0.09,Quantity:1123456789Add To Cart
Select table row 306,,Exegol Patroller (Foil),Foil,Near Mint,Common,582,$0.14,Quantity:1123456789Add To Cart
Select table row 307,,Exegol Patroller (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Common,820,$0.42,Quantity:1123456789Add To Cart
Select table row 308,,Exegol Patroller (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,344,$0.24,Quantity:1123456789Add To Cart
Select table row 309,,Eye of Sion - To Peridea,Normal,Condition:Near MintNear MintLightly Played,Rare,088/264,$0.35,Quantity:1123456789Add To Cart
Select table row 310,,Eye of Sion - To Peridea (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,590,$0.38,Quantity:1123456789Add To Cart
Select table row 311,,Eye of Sion - To Peridea (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,828,$2.80,Quantity:1123456789Add To Cart
Select table row 312,,Eye of Sion - To Peridea (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,352,$0.87,Quantity:1123456789Add To Cart
Select table row 313,,Ezra Bridger - Attuned With Life,Normal,Condition:Near MintNear MintLightly Played,Uncommon,046/264,$0.27,Quantity:1123456789Add To Cart
Select table row 314,,Ezra Bridger - Attuned With Life (Foil),Foil,Near Mint,Uncommon,548,$0.36,Quantity:1123456789Add To Cart
Select table row 315,,Ezra Bridger - Attuned With Life (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,786,$1.42,Quantity:1123456789Add To Cart
Select table row 316,,Ezra Bridger - Attuned With Life (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,310,$0.92,Quantity:1123456789Add To Cart
Select table row 317,,Ezra Bridger - Attuned With Life (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1078,$4.07,Quantity:1123456789Add To Cart
Select table row 318,,Ezra Bridger - Attuned With Life (Prestige),Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Uncommon,1032,$3.89,Quantity:1123456789Add To Cart
Select table row 319,,Ezra Bridger - Attuned With Life (Serialized),Foil,Near Mint,Uncommon,1124,$308.97,Quantity:1123456789Add To Cart
Select table row 320,,Fallen Jedi,Normal,Near Mint,Common,230/264,$0.06,Quantity:1123456789Add To Cart
Select table row 321,,Fallen Jedi (Foil),Foil,Near Mint,Common,732,$0.08,Quantity:1123456789Add To Cart
Select table row 322,,Fallen Jedi (Hyperspace Foil),Foil,Near Mint,Common,970,$0.24,Quantity:1123456789Add To Cart
Select table row 323,,Fallen Jedi (Hyperspace),Normal,Near Mint,Common,494,$0.16,Quantity:1123456789Add To Cart
Select table row 324,,Flight of the Inquisitor,Normal,Condition:Near MintNear MintLightly Played,Uncommon,240/264,$0.10,Quantity:1123456789Add To Cart
Select table row 325,,Flight of the Inquisitor (Foil),Foil,Near Mint,Uncommon,742,$0.16,Quantity:1123456789Add To Cart
Select table row 326,,Flight of the Inquisitor (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,980,$0.46,Quantity:1123456789Add To Cart
Select table row 327,,Flight of the Inquisitor (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,504,$0.22,Quantity:1123456789Add To Cart
Select table row 328,,Focus Determines Reality,Normal,Condition:Near MintNear MintLightly Played,Uncommon,152/264,$0.08,Quantity:1123456789Add To Cart
Select table row 329,,Focus Determines Reality (Foil),Foil,Near Mint,Uncommon,654,$0.13,Quantity:1123456789Add To Cart
Select table row 330,,Focus Determines Reality (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,892,$0.30,Quantity:1123456789Add To Cart
Select table row 331,,Focus Determines Reality (Hyperspace),Normal,Near Mint,Uncommon,416,$0.17,Quantity:1123456789Add To Cart
Select table row 332,,Following the Path,Normal,Near Mint,Common,103/264,$0.04,Quantity:1123456789Add To Cart
Select table row 333,,Following the Path (Foil),Foil,Near Mint,Common,605,$0.12,Quantity:1123456789Add To Cart
Select table row 334,,Following the Path (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,843,$0.20,Quantity:1123456789Add To Cart
Select table row 335,,Following the Path (Hyperspace),Normal,Near Mint,Common,367,$0.15,Quantity:1123456789Add To Cart
Select table row 336,,Force Illusion,Normal,Condition:Near MintNear MintLightly Played,Uncommon,223/264,$0.08,Quantity:1123456789Add To Cart
Select table row 337,,Force Illusion (Foil),Foil,Near Mint,Uncommon,725,$0.16,Quantity:1123456789Add To Cart
Select table row 338,,Force Illusion (Hyperspace Foil),Foil,Near Mint,Uncommon,963,$0.29,Quantity:1123456789Add To Cart
Select table row 339,,Force Illusion (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,487,$0.24,Quantity:1123456789Add To Cart
Select table row 340,,Force Slow,Normal,Near Mint,Common,217/264,$0.05,Quantity:1123456789Add To Cart
Select table row 341,,Force Slow (Foil),Foil,Near Mint,Common,719,$0.13,Quantity:1123456789Add To Cart
Select table row 342,,Force Slow (Hyperspace Foil),Foil,Near Mint,Common,957,$0.29,Quantity:1123456789Add To Cart
Select table row 343,,Force Slow (Hyperspace),Normal,Near Mint,Common,481,$0.15,Quantity:1123456789Add To Cart
Select table row 344,,Force Speed,Normal,Condition:Near MintNear MintLightly Played,Uncommon,205/264,$0.10,Quantity:1123456789Add To Cart
Select table row 345,,Force Speed (Foil),Foil,Near Mint,Uncommon,707,$0.17,Quantity:1123456789Add To Cart
Select table row 346,,Force Speed (Hyperspace Foil),Foil,Near Mint,Uncommon,945,$0.35,Quantity:1123456789Add To Cart
Select table row 347,,Force Speed (Hyperspace),Normal,Near Mint,Uncommon,469,$0.22,Quantity:1123456789Add To Cart
Select table row 348,,Forged Starfighter,Normal,Condition:Near MintNear MintLightly Played,Common,228/264,$0.08,Quantity:1123456789Add To Cart
Select table row 349,,Forged Starfighter (Foil),Foil,Near Mint,Common,730,$0.26,Quantity:1123456789Add To Cart
Select table row 350,,Forged Starfighter (Hyperspace Foil),Foil,Near Mint,Common,968,$0.50,Quantity:1123456789Add To Cart
Select table row 351,,Forged Starfighter (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,492,$0.24,Quantity:1123456789Add To Cart
Select table row 352,,Fortress Vader // Experience,Normal,Near Mint,Common,026/264 // T01/T03,$0.09,Quantity:1123456789Add To Cart
Select table row 353,,Fortress Vader // Experience (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,290 // T01,$0.16,Quantity:1123456789Add To Cart
Select table row 354,,Fortress Vader // Force,Normal,Near Mint,Common,026/264 // T03/T03,$0.06,Quantity:1123456789Add To Cart
Select table row 355,,Fortress Vader // Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,290 // T04,$0.25,Quantity:1123456789Add To Cart
Select table row 356,,Fortress Vader // Shield,Normal,Near Mint,Common,026/264 // T02/T03,$0.08,Quantity:1123456789Add To Cart
Select table row 357,,Fortress Vader // Shield (Hyperspace),Normal,Near Mint,Common,290 // T02,$0.07,Quantity:1123456789Add To Cart
Select table row 358,,Gifted Urchin,Normal,Near Mint,Common,256/264,$0.04,Quantity:1123456789Add To Cart
Select table row 359,,Gifted Urchin (Foil),Foil,Near Mint,Common,758,$0.08,Quantity:1123456789Add To Cart
Select table row 360,,Gifted Urchin (Hyperspace Foil),Foil,Near Mint,Common,996,$0.20,Quantity:1123456789Add To Cart
Select table row 361,,Gifted Urchin (Hyperspace),Normal,Near Mint,Common,520,$0.14,Quantity:1123456789Add To Cart
Select table row 362,,Go Into Hiding,Normal,Near Mint,Common,262/264,$0.05,Quantity:1123456789Add To Cart
Select table row 363,,Go Into Hiding (Foil),Foil,Near Mint,Common,764,$0.15,Quantity:1123456789Add To Cart
Select table row 364,,Go Into Hiding (Hyperspace Foil),Foil,Condition:Near MintNear MintModerately Played,Common,1002,$0.16,Quantity:1123456789Add To Cart
Select table row 365,,Go Into Hiding (Hyperspace),Normal,Near Mint,Common,526,$0.11,Quantity:1123456789Add To Cart
Select table row 366,,Graceful Purrgil,Normal,Condition:Near MintNear MintLightly Played,Common,069/264,$0.07,Quantity:1123456789Add To Cart
Select table row 367,,Graceful Purrgil (Foil),Foil,Near Mint,Common,571,$0.15,Quantity:1123456789Add To Cart
Select table row 368,,Graceful Purrgil (Hyperspace Foil),Foil,Near Mint,Common,809,$0.40,Quantity:1123456789Add To Cart
Select table row 369,,Graceful Purrgil (Hyperspace),Normal,Near Mint,Common,333,$0.21,Quantity:1123456789Add To Cart
Select table row 370,,Grand Inquisitor - Stories Travel Quickly,Normal,Condition:Near MintNear MintLightly Played,Common,014/264,$0.08,Quantity:1123456789Add To Cart
Select table row 371,,Grand Inquisitor - Stories Travel Quickly (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,278,$0.12,Quantity:1123456789Add To Cart
Select table row 372,,Grand Inquisitor - Stories Travel Quickly (Showcase),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Common,1018,$29.56,Quantity:1123456789Add To Cart
Select table row 373,,Grand Inquisitor - You're Right to Be Afraid,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,132/264,$2.87,Quantity:1123456789Add To Cart
Select table row 374,,Grand Inquisitor - You're Right to Be Afraid (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,634,$4.20,Quantity:1123456789Add To Cart
Select table row 375,,Grand Inquisitor - You're Right to Be Afraid (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,872,$6.12,Quantity:1123456789Add To Cart
Select table row 376,,Grand Inquisitor - You're Right to Be Afraid (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,396,$4.78,Quantity:1123456789Add To Cart
Select table row 377,,Grand Inquisitor - You're Right to Be Afraid (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1077,$5.86,Quantity:1123456789Add To Cart
Select table row 378,,Grand Inquisitor - You're Right to Be Afraid (Prestige),Normal,Condition:Near MintNear MintLightly PlayedDamaged,Legendary,1031,$3.24,Quantity:1123456789Add To Cart
Select table row 379,,Grappling Guardian,Normal,Condition:Near MintNear MintLightly Played,Common,071/264,$0.05,Quantity:1123456789Add To Cart
Select table row 380,,Grappling Guardian (Foil),Foil,Near Mint,Common,573,$0.10,Quantity:1123456789Add To Cart
Select table row 381,,Grappling Guardian (Hyperspace Foil),Foil,Near Mint,Common,811,$0.38,Quantity:1123456789Add To Cart
Select table row 382,,Grappling Guardian (Hyperspace),Normal,Near Mint,Common,335,$0.16,Quantity:1123456789Add To Cart
