Name,Type,Rarity,Number,Quantity
Vuutun Palaa - Droid Control Ship,Foil,Legendary,632,
Vuutun Palaa - Droid Control Ship,Hyperspace Foil,Legendary,878,
Unveiled Might,Normal,Common,123/264,
Unveiled Might,Hyperspace,Common,387,
Unveiled Might,Foil,Common,633,
Unveiled Might,Hyperspace Foil,Common,879,
Budget Scheming,Normal,Common,124/264,
Budget Scheming,Hyperspace,Common,388,
Budget Scheming,Foil,Common,634,
Budget Scheming,Hyperspace Foil,Common,880,
Reconnaissance,Normal,Common,125/264,
Reconnaissance,Hyperspace,Common,389,
Reconnaissance,Foil,Common,635,
Reconnaissance,Hyperspace Foil,Common,881,
Trade Route Taxation,Normal,Rare,126/264,
Trade Route Taxation,Hyperspace,Rare,390,
Trade Route Taxation,Foil,Rare,636,
Trade Route Taxation,Hyperspace Foil,Rare,882,
Charged with Corruption,Normal,Uncommon,127/264,
Charged with Corruption,Hyperspace,Uncommon,391,
Charged with Corruption,Foil,Uncommon,637,
Charged with Corruption,Hyperspace Foil,Uncommon,883,
Convene the Senate,Normal,Uncommon,128/264,
Convene the Senate,Hyperspace,Uncommon,392,
Convene the Senate,Foil,Uncommon,638,
Convene the Senate,Hyperspace Foil,Uncommon,884,
With Thunderous Applause,Normal,Common,129/264,
With Thunderous Applause,Hyperspace,Common,393,
With Thunderous Applause,Foil,Common,639,
With Thunderous Applause,Hyperspace Foil,Common,885,
Ferrix Uprising,Normal,Common,130/264,
Ferrix Uprising,Hyperspace,Common,394,
Ferrix Uprising,Foil,Common,640,
Ferrix Uprising,Hyperspace Foil,Common,886,
Let's Talk,Normal,Legendary,131/264,
Let's Talk,Hyperspace,Legendary,395,
Let's Talk,Foil,Legendary,641,
Let's Talk,Hyperspace Foil,Legendary,887,
Imperial Occupier,Normal,Common,132/264,
Imperial Occupier,Hyperspace,Common,396,
Imperial Occupier,Foil,Common,642,
Imperial Occupier,Hyperspace Foil,Common,888,
Syril Karn - Where Is He?,Normal,Rare,133/264,
Syril Karn - Where Is He?,Hyperspace,Rare,397,
Syril Karn - Where Is He?,Foil,Rare,643,
Syril Karn - Where Is He?,Hyperspace Foil,Rare,889,
Syril Karn - Where Is He?,Prestige,Rare,1051,
Syril Karn - Where Is He?,Prestige Foil,Rare,1094,
Hunting Assassin Droid,Normal,Common,134/264,
Hunting Assassin Droid,Hyperspace,Common,398,
Hunting Assassin Droid,Foil,Common,644,
Hunting Assassin Droid,Hyperspace Foil,Common,890,
Muckraker Crab Droid,Normal,Uncommon,135/264,
Muckraker Crab Droid,Hyperspace,Uncommon,399,
Muckraker Crab Droid,Foil,Uncommon,645,
Muckraker Crab Droid,Hyperspace Foil,Uncommon,891,
Arihnda Pryce - On the Road to Power,Normal,Rare,136/264,
Arihnda Pryce - On the Road to Power,Hyperspace,Rare,400,
Arihnda Pryce - On the Road to Power,Foil,Rare,646,
Arihnda Pryce - On the Road to Power,Hyperspace Foil,Rare,892,
Dryden Vos - I Get All Worked Up,Normal,Legendary,137/264,
Dryden Vos - I Get All Worked Up,Hyperspace,Legendary,401,
Dryden Vos - I Get All Worked Up,Foil,Legendary,647,
Dryden Vos - I Get All Worked Up,Hyperspace Foil,Legendary,893,
Dryden Vos - I Get All Worked Up,Prestige,Legendary,1072,
Dryden Vos - I Get All Worked Up,Prestige Foil,Legendary,1115,
Enforcer Squadron,Normal,Common,138/264,
Enforcer Squadron,Hyperspace,Common,402,
Enforcer Squadron,Foil,Common,648,
Enforcer Squadron,Hyperspace Foil,Common,894,
Miraj Scintel - The Weak Deserve to Kneel,Normal,Rare,139/264,
Miraj Scintel - The Weak Deserve to Kneel,Hyperspace,Rare,403,
Miraj Scintel - The Weak Deserve to Kneel,Foil,Rare,649,
Miraj Scintel - The Weak Deserve to Kneel,Hyperspace Foil,Rare,895,
Hondo Ohnaka - You Better Hurry,Normal,Uncommon,140/264,
Hondo Ohnaka - You Better Hurry,Hyperspace,Uncommon,404,
Hondo Ohnaka - You Better Hurry,Foil,Uncommon,650,
Hondo Ohnaka - You Better Hurry,Hyperspace Foil,Uncommon,896,
The Galleon - Marauding Pirate Ship,Normal,Uncommon,141/264,
The Galleon - Marauding Pirate Ship,Hyperspace,Uncommon,405,
The Galleon - Marauding Pirate Ship,Foil,Uncommon,651,
The Galleon - Marauding Pirate Ship,Hyperspace Foil,Uncommon,897,
The Galleon - Marauding Pirate Ship,Prestige,Uncommon,1073,
The Galleon - Marauding Pirate Ship,Prestige Foil,Uncommon,1116,
Fulminatrix - Fleet Killer,Normal,Rare,142/264,
Fulminatrix - Fleet Killer,Hyperspace,Rare,406,
Fulminatrix - Fleet Killer,Foil,Rare,652,
Fulminatrix - Fleet Killer,Hyperspace Foil,Rare,898,
The Elite Squad - Neutralizing Insurgents,Normal,Rare,143/264,
The Elite Squad - Neutralizing Insurgents,Hyperspace,Rare,407,
The Elite Squad - Neutralizing Insurgents,Foil,Rare,653,
The Elite Squad - Neutralizing Insurgents,Hyperspace Foil,Rare,899,
Tempest Assault,Normal,Uncommon,144/264,
Tempest Assault,Hyperspace,Uncommon,408,
Tempest Assault,Foil,Uncommon,654,
Tempest Assault,Hyperspace Foil,Uncommon,900,
Confidence in Victory,Normal,Legendary,145/264,
Confidence in Victory,Hyperspace,Legendary,409,
Confidence in Victory,Foil,Legendary,655,
Confidence in Victory,Hyperspace Foil,Legendary,901,
Rebellious Functionary,Normal,Common,146/264,
Rebellious Functionary,Hyperspace,Common,410,
Rebellious Functionary,Foil,Common,656,
Rebellious Functionary,Hyperspace Foil,Common,902,
Chopper - War Hero,Normal,Legendary,147/264,
Chopper - War Hero,Hyperspace,Legendary,411,
Chopper - War Hero,Foil,Legendary,657,
Chopper - War Hero,Hyperspace Foil,Legendary,903,
Chopper - War Hero,Prestige,Legendary,1061,
Chopper - War Hero,Prestige Foil,Legendary,1104,
Karis Nemik - Freedom is a Pure Idea,Normal,Rare,148/264,
Karis Nemik - Freedom is a Pure Idea,Hyperspace,Rare,412,
Karis Nemik - Freedom is a Pure Idea,Foil,Rare,658,
Karis Nemik - Freedom is a Pure Idea,Hyperspace Foil,Rare,904,
Karis Nemik - Freedom is a Pure Idea,Prestige,Rare,1062,
Karis Nemik - Freedom is a Pure Idea,Prestige Foil,Rare,1105,
Karis Nemik - Freedom is a Pure Idea,Serialized,Rare,1148,
Kaydel Connix - For Our Survival,Normal,Uncommon,149/264,
Kaydel Connix - For Our Survival,Hyperspace,Uncommon,413,
Kaydel Connix - For Our Survival,Foil,Uncommon,659,
Kaydel Connix - For Our Survival,Hyperspace Foil,Uncommon,905,
Valiant Commando,Normal,Uncommon,150/264,
Valiant Commando,Hyperspace,Uncommon,414,
Valiant Commando,Foil,Uncommon,660,
Valiant Commando,Hyperspace Foil,Uncommon,906,
Kazuda Xiono - I'm Not A Spy,Normal,Uncommon,151/264,
Kazuda Xiono - I'm Not A Spy,Hyperspace,Uncommon,415,
Kazuda Xiono - I'm Not A Spy,Foil,Uncommon,661,
Kazuda Xiono - I'm Not A Spy,Hyperspace Foil,Uncommon,907,
Strike Force X-Wing,Normal,Common,152/264,
Strike Force X-Wing,Hyperspace,Common,416,
Strike Force X-Wing,Foil,Common,662,
Strike Force X-Wing,Hyperspace Foil,Common,908,
Luthen's Haulcraft - Countermeasures Armed,Normal,Rare,153/264,
Luthen's Haulcraft - Countermeasures Armed,Hyperspace,Rare,417,
Luthen's Haulcraft - Countermeasures Armed,Foil,Rare,663,
Luthen's Haulcraft - Countermeasures Armed,Hyperspace Foil,Rare,909,
Luthen's Haulcraft - Countermeasures Armed,Prestige,Rare,1063,
Luthen's Haulcraft - Countermeasures Armed,Prestige Foil,Rare,1106,
Inner Rim Coalition,Normal,Common,154/264,
Inner Rim Coalition,Hyperspace,Common,418,
Inner Rim Coalition,Foil,Common,664,
Inner Rim Coalition,Hyperspace Foil,Common,910,
Alexsandr Kallus - With New Purpose,Normal,Rare,155/264,
Alexsandr Kallus - With New Purpose,Hyperspace,Rare,419,
Alexsandr Kallus - With New Purpose,Foil,Rare,665,
Alexsandr Kallus - With New Purpose,Hyperspace Foil,Rare,911,
Alexsandr Kallus - With New Purpose,Prestige,Rare,1064,
Alexsandr Kallus - With New Purpose,Prestige Foil,Rare,1107,
Nemik's Manifesto,Normal,Legendary,156/264,
Nemik's Manifesto,Hyperspace,Legendary,420,
Nemik's Manifesto,Foil,Legendary,666,
Nemik's Manifesto,Hyperspace Foil,Legendary,912,
One Way Out,Normal,Rare,157/264,
One Way Out,Hyperspace,Rare,421,
One Way Out,Foil,Rare,667,
One Way Out,Hyperspace Foil,Rare,913,
Oppression Breeds Rebellion,Normal,Uncommon,158/264,
Oppression Breeds Rebellion,Hyperspace,Uncommon,422,
Oppression Breeds Rebellion,Foil,Uncommon,668,
Oppression Breeds Rebellion,Hyperspace Foil,Uncommon,914,
Chairman Papanoida - Undaunted Diplomat,Normal,Rare,159/264,
Chairman Papanoida - Undaunted Diplomat,Hyperspace,Rare,423,
Chairman Papanoida - Undaunted Diplomat,Foil,Rare,669,
Chairman Papanoida - Undaunted Diplomat,Hyperspace Foil,Rare,915,
Chairman Papanoida - Undaunted Diplomat,Prestige,Rare,1059,
Chairman Papanoida - Undaunted Diplomat,Prestige Foil,Rare,1102,
Reckless Rebel,Normal,Common,160/264,
Reckless Rebel,Hyperspace,Common,424,
Reckless Rebel,Foil,Common,670,
Reckless Rebel,Hyperspace Foil,Common,916,
Contraband Starhopper,Normal,Common,161/264,
Contraband Starhopper,Hyperspace,Common,425,
Contraband Starhopper,Foil,Common,671,
Contraband Starhopper,Hyperspace Foil,Common,917,
Crosshair - Filled With Doubt,Normal,Uncommon,162/264,
Crosshair - Filled With Doubt,Hyperspace,Uncommon,426,
Crosshair - Filled With Doubt,Foil,Uncommon,672,
Crosshair - Filled With Doubt,Hyperspace Foil,Uncommon,918,
Outer Rim Constable,Normal,Common,163/264,
Outer Rim Constable,Hyperspace,Common,427,
Outer Rim Constable,Foil,Common,673,
Outer Rim Constable,Hyperspace Foil,Common,919,
Warrior of Clan Ordo,Normal,Common,164/264,
Warrior of Clan Ordo,Hyperspace,Common,428,
Warrior of Clan Ordo,Foil,Common,674,
Warrior of Clan Ordo,Hyperspace Foil,Common,920,
Academy Disciplinarian,Normal,Common,165/264,
Academy Disciplinarian,Hyperspace,Common,429,
Academy Disciplinarian,Foil,Common,675,
Academy Disciplinarian,Hyperspace Foil,Common,921,
Republic Aurek Starfighter,Normal,Common,166/264,
Republic Aurek Starfighter,Hyperspace,Common,430,
Republic Aurek Starfighter,Foil,Common,676,
Republic Aurek Starfighter,Hyperspace Foil,Common,922,
Coruscant Undercity Police,Normal,Common,167/264,
Coruscant Undercity Police,Hyperspace,Common,431,
Coruscant Undercity Police,Foil,Common,677,
Coruscant Undercity Police,Hyperspace Foil,Common,923,
Ziton Moj - Black Sun Bully,Normal,Rare,168/264,
Ziton Moj - Black Sun Bully,Hyperspace,Rare,432,
Ziton Moj - Black Sun Bully,Foil,Rare,678,
Ziton Moj - Black Sun Bully,Hyperspace Foil,Rare,924,
Ziton Moj - Black Sun Bully,Prestige,Rare,1076,
Ziton Moj - Black Sun Bully,Prestige Foil,Rare,1119,
AAT Incinerator,Normal,Uncommon,169/264,
AAT Incinerator,Hyperspace,Uncommon,433,
AAT Incinerator,Foil,Uncommon,679,
AAT Incinerator,Hyperspace Foil,Uncommon,925,
Corellian Hounds,Normal,Common,170/264,
Corellian Hounds,Hyperspace,Common,434,
Corellian Hounds,Foil,Common,680,
Corellian Hounds,Hyperspace Foil,Common,926,
Punishing One - Takes No Prisoners,Normal,Rare,171/264,
Punishing One - Takes No Prisoners,Hyperspace,Rare,435,
Punishing One - Takes No Prisoners,Foil,Rare,681,
Punishing One - Takes No Prisoners,Hyperspace Foil,Rare,927,
Cinta Kaz - The Struggle Comes First,Normal,Uncommon,172/264,
Cinta Kaz - The Struggle Comes First,Hyperspace,Uncommon,436,
Cinta Kaz - The Struggle Comes First,Foil,Uncommon,682,
Cinta Kaz - The Struggle Comes First,Hyperspace Foil,Uncommon,928,
Cinta Kaz - The Struggle Comes First,Prestige,Uncommon,1077,
Cinta Kaz - The Struggle Comes First,Prestige Foil,Uncommon,1120,
Republic War Walker,Normal,Common,173/264,
Republic War Walker,Hyperspace,Common,437,
Republic War Walker,Foil,Common,683,
Republic War Walker,Hyperspace Foil,Common,929,
Saw Gerrera's U-Wing - Breaking the Rules,Normal,Rare,174/264,
Saw Gerrera's U-Wing - Breaking the Rules,Hyperspace,Rare,438,
Saw Gerrera's U-Wing - Breaking the Rules,Foil,Rare,684,
Saw Gerrera's U-Wing - Breaking the Rules,Hyperspace Foil,Rare,930,
Saw Gerrera's U-Wing - Breaking the Rules,Prestige,Rare,1078,
Saw Gerrera's U-Wing - Breaking the Rules,Prestige Foil,Rare,1121,
Saw Gerrera's U-Wing - Breaking the Rules,Serialized,Rare,1164,
Ambition's Reward,Normal,Common,175/264,
Ambition's Reward,Hyperspace,Common,439,
Ambition's Reward,Foil,Common,685,
Ambition's Reward,Hyperspace Foil,Common,931,
Sudden Ferocity,Normal,Common,176/264,
Sudden Ferocity,Hyperspace,Common,440,
Sudden Ferocity,Foil,Common,686,
Sudden Ferocity,Hyperspace Foil,Common,932,
It's Not Over Yet,Normal,Uncommon,177/264,
It's Not Over Yet,Hyperspace,Uncommon,441,
It's Not Over Yet,Foil,Uncommon,687,
It's Not Over Yet,Hyperspace Foil,Uncommon,933,
Pursue the Lead,Normal,Common,178/264,
Pursue the Lead,Hyperspace,Common,442,
Pursue the Lead,Foil,Common,688,
Pursue the Lead,Hyperspace Foil,Common,934,
Aggressive Negotiations,Normal,Uncommon,179/264,
Aggressive Negotiations,Hyperspace,Uncommon,443,
Aggressive Negotiations,Foil,Uncommon,689,
Aggressive Negotiations,Hyperspace Foil,Uncommon,935,
Let's Call It War,Normal,Common,180/264,
Let's Call It War,Hyperspace,Common,444,
Let's Call It War,Foil,Common,690,
Let's Call It War,Hyperspace Foil,Common,936,
Unauthorized Investigation,Normal,Common,181/264,
Unauthorized Investigation,Hyperspace,Common,445,
Unauthorized Investigation,Foil,Common,691,
Unauthorized Investigation,Hyperspace Foil,Common,937,
Charged with Treason,Normal,Uncommon,182/264,
Charged with Treason,Hyperspace,Uncommon,446,
Charged with Treason,Foil,Uncommon,692,
Charged with Treason,Hyperspace Foil,Uncommon,938,
Topple the Summit,Normal,Rare,183/264,
Topple the Summit,Hyperspace,Rare,447,
Topple the Summit,Foil,Rare,693,
Topple the Summit,Hyperspace Foil,Rare,939,
ISB Agent,Normal,Common,184/264,
ISB Agent,Hyperspace,Common,448,
ISB Agent,Foil,Common,694,
ISB Agent,Hyperspace Foil,Common,940,
Screeching TIE Fighter,Normal,Uncommon,185/264,
Screeching TIE Fighter,Hyperspace,Uncommon,449,
Screeching TIE Fighter,Foil,Uncommon,695,
Screeching TIE Fighter,Hyperspace Foil,Uncommon,941,
Garindan - Information Broker,Normal,Uncommon,186/264,
Garindan - Information Broker,Hyperspace,Uncommon,450,
Garindan - Information Broker,Foil,Uncommon,696,
Garindan - Information Broker,Hyperspace Foil,Uncommon,942,
Garindan - Information Broker,Prestige,Uncommon,1074,
Garindan - Information Broker,Prestige Foil,Uncommon,1117,
General Grievous - Scuttling to Safety,Normal,Rare,187/264,
General Grievous - Scuttling to Safety,Hyperspace,Rare,451,
General Grievous - Scuttling to Safety,Foil,Rare,697,
General Grievous - Scuttling to Safety,Hyperspace Foil,Rare,943,
General Grievous - Scuttling to Safety,Prestige,Rare,1052,
General Grievous - Scuttling to Safety,Prestige Foil,Rare,1095,
Darth Traya - Lord of Betrayal,Normal,Legendary,188/264,
Darth Traya - Lord of Betrayal,Hyperspace,Legendary,452,
Darth Traya - Lord of Betrayal,Foil,Legendary,698,
Darth Traya - Lord of Betrayal,Hyperspace Foil,Legendary,944,
Lurking Snub Fighter,Normal,Common,189/264,
Lurking Snub Fighter,Hyperspace,Common,453,
Lurking Snub Fighter,Foil,Common,699,
Lurking Snub Fighter,Hyperspace Foil,Common,945,
Soulless One - Swift and Agile,Normal,Uncommon,190/264,
Soulless One - Swift and Agile,Hyperspace,Uncommon,454,
Soulless One - Swift and Agile,Foil,Uncommon,700,
Soulless One - Swift and Agile,Hyperspace Foil,Uncommon,946,
Trade Federation Delegates,Normal,Common,191/264,
Trade Federation Delegates,Hyperspace,Common,455,
Trade Federation Delegates,Foil,Common,701,
Trade Federation Delegates,Hyperspace Foil,Common,947,
Grand Moff Tarkin - Taking Krennic's Achievement,Normal,Rare,192/264,
Grand Moff Tarkin - Taking Krennic's Achievement,Hyperspace,Rare,456,
Grand Moff Tarkin - Taking Krennic's Achievement,Foil,Rare,702,
Grand Moff Tarkin - Taking Krennic's Achievement,Hyperspace Foil,Rare,948,
Grand Moff Tarkin - Taking Krennic's Achievement,Prestige,Rare,1053,
Grand Moff Tarkin - Taking Krennic's Achievement,Prestige Foil,Rare,1096,
Grand Admiral Thrawn - Grand Schemer,Normal,Legendary,193/264,
Grand Admiral Thrawn - Grand Schemer,Hyperspace,Legendary,457,
Grand Admiral Thrawn - Grand Schemer,Foil,Legendary,703,
Grand Admiral Thrawn - Grand Schemer,Hyperspace Foil,Legendary,949,
Grand Admiral Thrawn - Grand Schemer,Prestige,Legendary,1054,
Grand Admiral Thrawn - Grand Schemer,Prestige Foil,Legendary,1097,
Fully Armed and Operational,Normal,Rare,194/264,
Fully Armed and Operational,Hyperspace,Rare,458,
Fully Armed and Operational,Foil,Rare,704,
Fully Armed and Operational,Hyperspace Foil,Rare,950,
Arrest,Normal,Rare,195/264,
Arrest,Hyperspace,Rare,459,
Arrest,Foil,Rare,705,
Arrest,Hyperspace Foil,Rare,951,
No One Ever Knew,Normal,Uncommon,196/264,
No One Ever Knew,Hyperspace,Uncommon,460,
No One Ever Knew,Foil,Uncommon,706,
No One Ever Knew,Hyperspace Foil,Uncommon,952,
Furtive Handmaiden,Normal,Special,197/264,
Furtive Handmaiden,Hyperspace,Special,461,
Furtive Handmaiden,Foil,Special,707,
Furtive Handmaiden,Hyperspace Foil,Special,953,
Bail Organa - Responding to Catastrophe,Normal,Uncommon,198/264,
Bail Organa - Responding to Catastrophe,Hyperspace,Uncommon,462,
Bail Organa - Responding to Catastrophe,Foil,Uncommon,708,
Bail Organa - Responding to Catastrophe,Hyperspace Foil,Uncommon,954,
Bail Organa - Responding to Catastrophe,Prestige,Uncommon,1043,
Bail Organa - Responding to Catastrophe,Prestige Foil,Uncommon,1086,
Bravo Squadron Fighter,Normal,Common,199/264,
Bravo Squadron Fighter,Hyperspace,Common,463,
Bravo Squadron Fighter,Foil,Common,709,
Bravo Squadron Fighter,Hyperspace Foil,Common,955,
Junior Senator,Normal,Common,200/264,
Junior Senator,Hyperspace,Common,464,
Junior Senator,Foil,Common,710,
Junior Senator,Hyperspace Foil,Common,956,
Anakin Skywalker - Secret Husband,Normal,Special,201/264,
Anakin Skywalker - Secret Husband,Hyperspace,Special,465,
Anakin Skywalker - Secret Husband,Foil,Special,711,
Anakin Skywalker - Secret Husband,Hyperspace Foil,Special,957,
Rebel Propagandist,Normal,Uncommon,202/264,
Rebel Propagandist,Hyperspace,Uncommon,466,
Rebel Propagandist,Foil,Uncommon,712,
Rebel Propagandist,Hyperspace Foil,Uncommon,958,
Tala Durith - I Can Get You Inside,Normal,Rare,203/264,
Tala Durith - I Can Get You Inside,Hyperspace,Rare,467,
Tala Durith - I Can Get You Inside,Foil,Rare,713,
Tala Durith - I Can Get You Inside,Hyperspace Foil,Rare,959,
Tala Durith - I Can Get You Inside,Prestige,Rare,1065,
Tala Durith - I Can Get You Inside,Prestige Foil,Rare,1108,
Blue Ace - Colorful Racer,Normal,Rare,204/264,
Blue Ace - Colorful Racer,Hyperspace,Rare,468,
Blue Ace - Colorful Racer,Foil,Rare,714,
Blue Ace - Colorful Racer,Hyperspace Foil,Rare,960,
Obi-Wan Kenobi - Finding What Doesn't Exist,Normal,Legendary,205/264,
Obi-Wan Kenobi - Finding What Doesn't Exist,Hyperspace,Legendary,469,
Obi-Wan Kenobi - Finding What Doesn't Exist,Foil,Legendary,715,
Obi-Wan Kenobi - Finding What Doesn't Exist,Hyperspace Foil,Legendary,961,
Emissaries from Ryloth,Normal,Common,206/264,
Emissaries from Ryloth,Hyperspace,Common,470,
Emissaries from Ryloth,Foil,Common,716,
Emissaries from Ryloth,Hyperspace Foil,Common,962,
Lightmaker - I Have An Idea,Normal,Legendary,207/264,
Lightmaker - I Have An Idea,Hyperspace,Legendary,471,
Lightmaker - I Have An Idea,Foil,Legendary,717,
Lightmaker - I Have An Idea,Hyperspace Foil,Legendary,963,
Lightmaker - I Have An Idea,Prestige,Legendary,1066,
Lightmaker - I Have An Idea,Prestige Foil,Legendary,1109,
Hunter - Extraordinary Tracker,Normal,Uncommon,208/264,
Hunter - Extraordinary Tracker,Hyperspace,Uncommon,472,
Hunter - Extraordinary Tracker,Foil,Uncommon,718,
Hunter - Extraordinary Tracker,Hyperspace Foil,Uncommon,964,
The Mandalorian - Cleaning up Nevarro,Normal,Rare,209/264,
The Mandalorian - Cleaning up Nevarro,Hyperspace,Rare,473,
The Mandalorian - Cleaning up Nevarro,Foil,Rare,719,
The Mandalorian - Cleaning up Nevarro,Hyperspace Foil,Rare,965,
Stolen Starpath Unit,Normal,Rare,210/264,
Stolen Starpath Unit,Hyperspace,Rare,474,
Stolen Starpath Unit,Foil,Rare,720,
Stolen Starpath Unit,Hyperspace Foil,Rare,966,
Faith in Your Friends,Normal,Uncommon,211/264,
Faith in Your Friends,Hyperspace,Uncommon,475,
Faith in Your Friends,Foil,Uncommon,721,
Faith in Your Friends,Hyperspace Foil,Uncommon,967,
Libertine - Under New Ownership,Normal,Rare,212/264,
Libertine - Under New Ownership,Hyperspace,Rare,476,
Libertine - Under New Ownership,Foil,Rare,722,
Libertine - Under New Ownership,Hyperspace Foil,Rare,968,
Libertine - Under New Ownership,Prestige,Rare,1079,
Libertine - Under New Ownership,Prestige Foil,Rare,1122,
A-Wing,Normal,Common,213/264,
A-Wing,Hyperspace,Common,477,
A-Wing,Foil,Common,723,
A-Wing,Hyperspace Foil,Common,969,
Skyhopper Canyon Runner,Normal,Common,214/264,
Skyhopper Canyon Runner,Hyperspace,Common,478,
Skyhopper Canyon Runner,Foil,Common,724,
Skyhopper Canyon Runner,Hyperspace Foil,Common,970,
Emissary's Sheathipede,Normal,Common,215/264,
Emissary's Sheathipede,Hyperspace,Common,479,
Emissary's Sheathipede,Foil,Common,725,
Emissary's Sheathipede,Hyperspace Foil,Common,971,
Regulations Bureaucrat,Normal,Common,216/264,
Regulations Bureaucrat,Hyperspace,Common,480,
Regulations Bureaucrat,Foil,Common,726,
Regulations Bureaucrat,Hyperspace Foil,Common,972,
Zenuas Shadow Fighter,Normal,Common,217/264,
Zenuas Shadow Fighter,Hyperspace,Common,481,
Zenuas Shadow Fighter,Foil,Common,727,
Zenuas Shadow Fighter,Hyperspace Foil,Common,973,
Cikatro Vizago - Business is What Matters,Normal,Uncommon,218/264,
Cikatro Vizago - Business is What Matters,Hyperspace,Uncommon,482,
Cikatro Vizago - Business is What Matters,Foil,Uncommon,728,
Cikatro Vizago - Business is What Matters,Hyperspace Foil,Uncommon,974,
Ebon Hawk - Cause and Effect,Normal,Rare,219/264,
Ebon Hawk - Cause and Effect,Hyperspace,Rare,483,
Ebon Hawk - Cause and Effect,Foil,Rare,729,
Ebon Hawk - Cause and Effect,Hyperspace Foil,Rare,975,
Hired Slicer,Normal,Uncommon,220/264,
Hired Slicer,Hyperspace,Uncommon,484,
Hired Slicer,Foil,Uncommon,730,
Hired Slicer,Hyperspace Foil,Uncommon,976,
Unruly Astromech,Normal,Common,221/264,
Unruly Astromech,Hyperspace,Common,485,
Unruly Astromech,Foil,Common,731,
Unruly Astromech,Hyperspace Foil,Common,977,
Loan Shark,Normal,Common,222/264,
Loan Shark,Hyperspace,Common,486,
Loan Shark,Foil,Common,732,
Loan Shark,Hyperspace Foil,Common,978,
Duchess's Investigators,Normal,Common,223/264,
Duchess's Investigators,Hyperspace,Common,487,
Duchess's Investigators,Foil,Common,733,
Duchess's Investigators,Hyperspace Foil,Common,979,
"Vel Sartha - One Path, One Choice",Normal,Uncommon,224/264,
"Vel Sartha - One Path, One Choice",Hyperspace,Uncommon,488,
"Vel Sartha - One Path, One Choice",Foil,Uncommon,734,
"Vel Sartha - One Path, One Choice",Hyperspace Foil,Uncommon,980,
"Vel Sartha - One Path, One Choice",Prestige,Uncommon,1080,
"Vel Sartha - One Path, One Choice",Prestige Foil,Uncommon,1123,
Synara San - Harboring a Secret,Normal,Legendary,225/264,
Synara San - Harboring a Secret,Hyperspace,Legendary,489,
Synara San - Harboring a Secret,Foil,Legendary,735,
Synara San - Harboring a Secret,Hyperspace Foil,Legendary,981,
Synara San - Harboring a Secret,Prestige,Legendary,1081,
Synara San - Harboring a Secret,Prestige Foil,Legendary,1124,
Sneaking Suspicion,Normal,Common,226/264,
Sneaking Suspicion,Hyperspace,Common,490,
Sneaking Suspicion,Foil,Common,736,
Sneaking Suspicion,Hyperspace Foil,Common,982,
Special Modifications,Normal,Rare,227/264,
Special Modifications,Hyperspace,Rare,491,
Special Modifications,Foil,Rare,737,
Special Modifications,Hyperspace Foil,Rare,983,
Accelerate Our Plans,Normal,Common,228/264,
Accelerate Our Plans,Hyperspace,Common,492,
Accelerate Our Plans,Foil,Common,738,
Accelerate Our Plans,Hyperspace Foil,Common,984,
Catch Unawares,Normal,Common,229/264,
Catch Unawares,Hyperspace,Common,493,
Catch Unawares,Foil,Common,739,
Catch Unawares,Hyperspace Foil,Common,985,
Charged with Espionage,Normal,Uncommon,230/264,
Charged with Espionage,Hyperspace,Uncommon,494,
Charged with Espionage,Foil,Uncommon,740,
Charged with Espionage,Hyperspace Foil,Uncommon,986,
Implicate,Normal,Rare,231/264,
Implicate,Hyperspace,Rare,495,
Implicate,Foil,Rare,741,
Implicate,Hyperspace Foil,Rare,987,
Kreia's Whispers,Normal,Common,232/264,
Kreia's Whispers,Hyperspace,Common,496,
Kreia's Whispers,Foil,Common,742,
Kreia's Whispers,Hyperspace Foil,Common,988,
Beguile,Normal,Common,233/264,
Beguile,Hyperspace,Common,497,
Beguile,Foil,Common,743,
Beguile,Hyperspace Foil,Common,989,
Bog Down in Procedure,Normal,Common,234/264,
Bog Down in Procedure,Hyperspace,Common,498,
Bog Down in Procedure,Foil,Common,744,
Bog Down in Procedure,Hyperspace Foil,Common,990,
The Wrong Ride,Normal,Uncommon,235/264,
The Wrong Ride,Hyperspace,Uncommon,499,
The Wrong Ride,Foil,Uncommon,745,
The Wrong Ride,Hyperspace Foil,Uncommon,991,
Undercover Operation,Normal,Uncommon,236/264,
Undercover Operation,Hyperspace,Uncommon,500,
Undercover Operation,Foil,Uncommon,746,
Undercover Operation,Hyperspace Foil,Uncommon,992,
Supreme Council Aide,Normal,Common,237/264,
Supreme Council Aide,Hyperspace,Common,501,
Supreme Council Aide,Foil,Common,747,
Supreme Council Aide,Hyperspace Foil,Common,993,
Sith Assassin,Normal,Common,238/264,
Sith Assassin,Hyperspace,Common,502,
Sith Assassin,Foil,Common,748,
Sith Assassin,Hyperspace Foil,Common,994,
Viper Probe Droid,Normal,Common,239/264,
Viper Probe Droid,Hyperspace,Common,503,
Viper Probe Droid,Foil,Common,749,
Viper Probe Droid,Hyperspace Foil,Common,995,
Hutt Cartel Starfighter,Normal,Common,240/264,
Hutt Cartel Starfighter,Hyperspace,Common,504,
Hutt Cartel Starfighter,Foil,Common,750,
Hutt Cartel Starfighter,Hyperspace Foil,Common,996,
Political Bully,Normal,Common,241/264,
Political Bully,Hyperspace,Common,505,
Political Bully,Foil,Common,751,
